FACILITYID,mean_ozone,matched_fips,dist_to_tract_m
10002190,56.783500000000004,12011041400,444
10001375,65.099,26163506400,84
10002135,59.268,13215010109,1376
10011321,66.9975,04021000807,950
10002084,52.883,26033980200,0
10003826,66.947,26121002000,1067
10004646,55.930499999999995,12086981300,338
10001387,60.596999999999994,26091061301,1593
10001366,62.641999999999996,26099218002,1139
10001342,55.045,26103002802,1176
10000273,58.379999999999995,26067982200,220
10001357,56.014,26145010100,1784
10001364,56.62,26067982200,0
10003846,56.333,26075005800,353
10002287,59.2435,36121970201,113
10000269,61.6655,26087336500,0
10000267,61.716,26101000900,4327
10001361,60.073,26057000400,40
10003818,57.9395,26039960200,2093
10003165,61.38849999999999,36029980400,625
10003136,52.754,36031961000,5749
10002908,61.435,48163950200,13537
10002964,47.95,41071030501,10416
10011319,54.233999999999995,27017070501,2221
10006211,55.154,27115950200,7727
10005784,65.418,04021002002,1122
10001324,60.0955,27141031500,1382
10001322,57.7525,27025110201,1634
10001331,57.389,27163070802,0
10006549,58.8175,27103480400,698
10001631,59.795500000000004,29187950902,411
10001617,54.873,29027070300,187
10001626,54.564,29051020198,4665
10004043,56.266000000000005,29117480300,2935
10001606,56.8905,29147470400,3365
10002405,54.564,29051020198,4486
10000942,55.074,29135385400,4819
10001624,66.39,29189221503,2844
10001612,58.822,29021000600,649
10001622,54.929,29053950400,2678
10001615,54.6965,29007950100,1770
10004065,59.6375,29187950300,2579
10005849,61.91,29047021806,1271
10006558,57.321,29095013703,305
10001216,55.727,01051030801,3089
10003156,55.8825,36035970601,4509
10001204,61.447,01073001600,793
10000078,55.964,05059020300,2305
10001199,57.385999999999996,01093964401,5634
10001218,59.439,01101005101,2004
10004248,57.697,28121020500,1154
10000070,58.791,05067480300,4968
10000085,55.409,05079960600,1078
10006523,59.323,01101005501,1494
10001221,59.323,01101005501,2644
10001197,56.337,01093964400,2940
10006679,57.9225,01015000700,2708
10000075,58.883,05077470100,7280
10006560,57.762,29077000200,623
10000076,55.874,05125010503,4818
10006561,58.05,29031881000,771
10000088,57.325500000000005,05017080200,1777
10001619,54.873,29027070300,931
10006381,55.543,05069001402,2618
10000066,60.717,05093011000,8010
10000065,63.6165,05093011000,3076
10000069,58.791,05067480300,4481
10000080,55.543,05069001402,2436
10001821,61.83,28157950202,6959
10001906,61.051,05119004005,4729
10001910,58.8515,05079960600,902
10001908,61.051,05119004005,5495
10000062,61.7665,05143011200,786
10004244,55.510000000000005,28079040402,5935
10001816,57.233,28075980000,4394
10001584,59.868,51670820400,2041
10000144,55.189,01005950400,2205
10001954,56.8025,01007010009,3911
10004645,55.930499999999995,12086981300,749
10001974,62,48227950400,1828
10000165,68.09700000000001,48439100602,1217
10006298,63.474,48113017007,1822
10005114,60.974,48037011100,417
10000163,68.2675,48439105902,626
10006238,61.765,48021950506,2460
10001585,59.886,51149850100,2474
10000172,63.474,48113017007,1419
10002913,59.4125,48297950100,17150
10002914,59.4125,48297950100,16624
10000135,65.268,01073000100,1084
10003329,57.3185,51105950302,2823
10001210,55.811499999999995,01125012600,15
10001241,49.004,53009940000,1268731
10000600,67.718,04007001100,5747
10003542,61.27,47157020400,2561
10001718,62.852,47157021200,0
10001989,64.649,48245011302,276
10000598,64.38,04001970300,10871
10002860,60.1875,48245980300,306
10001990,60.1875,48245980300,688
10002249,64.09649999999999,04009961600,17637
10003758,49.004,53009940000,2212957
10001242,49.004,53009940000,1265447
10001232,49.004,53009940000,2275973
10000622,61.717,04027980005,2732
10000595,63.343500000000006,04017960600,12649
10006519,49.004,53009940000,2151639
10005113,60.974,48037011100,58
10006365,69.445,42101014700,166
10001240,49.004,53009940000,2087616
10000330,57.179,12063210700,3776
10006386,49.004,53009940000,2186042
10001239,49.004,53009940000,2168264
10001235,49.004,53009940000,2152742
10001237,49.004,53009940000,2152169
10000510,57.147999999999996,12043000202,9384
10000618,67.14500000000001,04021000903,336
10000542,55.7875,12086020100,660
10001279,62.375,48041000400,264
10000370,57.2305,12039020702,2603
10000191,66.1955,48141010203,1072
10000365,55.8565,12133970301,8438
10000327,54.948,13049010102,7043
10006655,55.968999999999994,46005957100,3637
10001586,59.868,51670820400,2153
10004255,55.298,28041950202,9774
10003160,59.8645,36037950501,1190
10001804,59.99,28093950401,3646
10003579,62.1925,40015161601,2930
10000577,61.11,08043980300,285
10001808,56.0715,28083950800,2853
10002949,56.97,48061012301,1185
10003793,63.8875,35035000903,5468
10006515,66.053,48251130410,246
10006305,59.471500000000006,48163950302,8116
10006308,68.2465,32023960412,3666
10003175,59.2435,36121970201,0
10000628,65.2295,04019980200,0
10002247,68.67,04013614500,1127
10000561,70.5335,08031004110,292
10000567,63.237,08073961700,16045
10004264,60.412,28059042202,621
10000573,65.688,08015000404,3363
10000512,56.899,12099008302,1813
10006321,57.055499999999995,48479001827,645
10002227,61.11,08043980300,1535
10000587,66.241,08101000200,503
10000593,61.089,08071000500,23009
10000578,61.147,08043980100,145
10000554,61.21,08075966102,5497
10003124,53.875,36089491400,1258
10000089,57.325500000000005,05017080200,1976
10000569,62.132999999999996,08029965100,6970
10000557,62.4795,08045952003,4394
10000586,66.218,08101000300,18
10001807,57.664,28133950100,4656
10000575,67.983,08043980300,658
10000588,66.0785,08101000600,617
10002945,54.538,48489950400,3065
10003227,63.1365,36081017902,315
10003196,56.068,36111954500,3113
10002230,66.218,08101000300,519
10000375,61.697,12073000904,839
10006505,74.608,08059980400,195
10000934,64.339,09001230502,2397
10000937,64.2435,09009343101,2251
10000540,56.265,12011010405,522
10002398,69.45,09003502800,183
10000564,70.439,08059010000,185
10000761,56.791,36021001300,385
10006304,62.356,48229950300,32154
10001820,56.5075,28001000101,3391
10000933,75.67,09011870703,1388
10000928,61.3255,09013538100,369
10004018,66.111,34011010103,316
10000927,61.57899999999999,09003477104,1218
10000939,64.2435,09009343101,1448
10000699,61.839,10003003002,378
10000219,62.989999999999995,48491021100,570
10001734,62.582,40063484800,387
20000141,70.958,09011870502,1463
10002262,64.375,10003016904,4304
20000142,68.85,09013538100,463
10003591,59.3905,40023967300,14700
10002397,66.427,11001008803,277
10000926,62.8125,09003980100,510
10002226,61.11,08043980300,1038
10000357,55.6225,12059960401,1399
10001647,57.211,22029000202,2760
20000903,59.312,48253020200,1751
10000703,65.454,10003012100,437
20000902,62.991,48373210203,2370
10004608,60.99,12097042905,599
10000702,65.454,10003012100,308
10000705,62.379999999999995,10001042500,1570
10004625,55.6345,12093910300,3707
10002260,64.648,10003015200,100
10003962,66.085,04007940400,14753
10000351,56.045,12091020702,3110
10005219,65.454,10003012100,550
10000429,57.495000000000005,12075970304,4914
10000706,59.909499999999994,10005050505,1584
10000381,61.493,12079110302,963
10006206,58.556,12121970502,3662
10000418,59.683,12125960201,3517
10003585,63.282,40121486300,2016
10000444,57.375,12127083206,5988
10000419,59.683,12125960201,4402
10006207,58.556,12121970502,3394
10000394,61.281,12023110400,10899
10001504,58.3945,36027610000,83
10000763,56.8075,36111955400,2138
10002261,63.234,10001040204,5096
10004574,55.50449999999999,12123950401,10018
10000701,65.097,10003000601,389
10003140,54.316,36115081002,3920
10000494,59.2265,12049970302,7391
10000465,58.597,12053040911,1781
10000453,58.3845,12069031208,1809
10000437,58.8945,12083000304,2216
10000420,59.683,12125960201,3192
10000440,58.8945,12083000304,335
10003127,52.405,36019100700,9687
10000473,67.441,12105012407,1573
10000745,58.5225,36011042100,680
10000744,59.032000000000004,36045060202,3422
10003141,54.316,36115081002,3036
10003128,52.405,36019100700,9432
10002177,61.63,12105015702,6006
10000757,57.8525,36051031000,387
10004576,55.122,12129010206,3258
10000441,58.8945,12083000304,1108
10000760,59.3565,36013036300,3923
10003210,67.654,36119981000,162
10004557,56.045,12091020702,2774
10003132,54.6485,36033950501,2165
10003122,51.612,36089492700,4176
10003189,56.936,36039080800,379
10002175,59.613,12095016731,2145
10004615,59.306,12057012211,868
10004558,56.045,12091020702,3169
10000548,57.15,12086014100,1758
10000337,62.331,12063210900,6577
10004628,58.667,12111381401,2205
10007015,63.9325,36081026700,108
10000412,56.114,12045960100,12074
10001450,60.486,12001001902,1949
10000481,64.093,12057002600,103
10000334,57.6525,12063210100,1488
10000377,62.553,12073001902,472
10000528,57.709,12071001204,1529
10000392,56.382000000000005,12077980000,352
10000347,58.3845,12033001600,588
10004627,58.667,12111381401,2110
10000464,61.455,12095013801,452
10006617,57.4645,36025971000,4101
10000495,55.713499999999996,12093910101,3164
10003948,55.55,12005001600,846
10000531,57.846,12021010604,502
10000547,57.15,12086014100,2358
10004571,62.77,12031000300,776
10000435,60.385,12083001700,1764
10000333,56.3985,12063210302,3828
10004649,55.453,12086009100,298
10001460,55.9375,12099001801,477
10000478,65.666,12103024510,416
10000448,57.301,12127083207,5732
10000246,65.5125,48039661902,613
10000544,56.8405,12086001704,127
10004461,56.687,13317010302,6148
10003197,56.8075,36111955400,1178
10003957,63.044,04015950602,17337
10003146,57.172,36055013206,3514
10004569,59.61233333333333,12031011800,993
10004476,59.446,13245010511,671
10001454,56.268,12009062109,1285
10004577,57.7365,12109021101,8131
10000400,57.952,12031010501,2286
10004591,58.102000000000004,12017450704,3128
10003389,61.677,39003011200,840
10000350,58.411500000000004,12033002804,658
10001233,49.004,53009940000,3134960
10002244,70.62950000000001,04013114704,540
10000752,54.414,36065024400,4352
10001231,49.004,53009940000,2275690
10003761,49.004,53009940000,2820454
10006312,67.14500000000001,04021000903,366
10006620,63.99699999999999,36047037500,71
10002428,58.334,39013012202,873
10000182,67.412,48227950802,1451
10000369,61.858,12039020701,5406
10000750,53.254,36065026600,277
10006509,67.781,06025011903,1987
10001445,57.687,12005000400,4634
10003950,58.984,12005001501,322
10000253,54.538,48489950400,2676
10000332,56.3985,12063210302,3704
10003974,65.418,04021002002,1736
10006621,57.622,36021001100,3335
10003424,58.859,39129021300,394
10002469,45.395,53033008500,154
10002233,62.522999999999996,08011966701,185
20000441,60.352500000000006,04017942500,1087
20000440,64.4935,35031943500,14115
20000460,60.980000000000004,04005945200,1370
10005242,58.472500000000004,36011040600,2118
10002294,63.683,36047028300,129
20000480,59.03,04001945001,7595
10002980,58.393499999999996,41025960101,3009
10003213,67.5815,36059518400,304
10003958,59.011,04001944202,6556
10003955,62.577,04015940400,29119
10006697,62.577,04015940400,28555
10000762,57.622,36021001100,3472
10002463,46.212,53035092200,1631
10003969,71.79400000000001,04013217700,3290
10006377,59.2815,42021000100,258
10006219,54.01,53077000902,1043
10002184,57.8965,12081001915,3867
10002157,58.0135,12109020903,1807
10000363,57.709,12131950301,2992
10000352,56.045,12091020702,2938
10004632,57.114999999999995,12027010403,2826
10004565,58.276,12047960100,3890
10000472,61.871,12101031604,1002
10004600,61.03,12053040302,2843
10006678,57.9225,01015000700,2679
10000353,56.045,12091020702,3102
10004618,64.821,12057013914,2436
10004554,56.3985,12063210302,3570
10000527,57.709,12071001204,1444
10004564,59.924,12079110200,737
10006337,61.004,12031013503,1217
10000399,57.457,12089050506,4106
20000180,56.8405,12086001704,221
10000072,57.995000000000005,05131010303,5626
10000485,64.093,12057002600,291
10006534,59.306,12057012211,939
10000515,54.622,12099007818,902
10000390,55.165,12077950201,7309
10004062,61.0405,29099701001,5340
10004044,58.704,29021001700,2854
10006562,60.167500000000004,29109470202,1287
10006563,58.318,29023950201,5453
10000424,59.852,12001001400,1187
10001860,59.1245,19193001500,879
10006387,61.4675,10003015200,217
10004053,54.873,29027070300,1245
10006170,54.99,12111382126,7146
10006557,56.225,29215480400,3533
10001186,56.121,16019971400,2094
10000077,55.937,05125010510,558
10003611,60.8535,05111490502,490
10006336,55.277,12011110341,283
10001177,61.5415,16027020404,1073
10000380,59.924,12079110200,371
10006837,68.182,36103123500,622
10006623,63.6215,39165031700,303
10001184,62.716499999999996,16001000704,1324
10004655,53.7635,12086011407,6985
10002455,47.0205,53031950702,29587
10001681,45.686,53027001602,6476
10006543,61.965,19083480600,4258
10006520,56.64149999999999,01081041103,802
10001679,46.999,53045960600,3667
10002440,44.942,53073000600,512
10002460,56.4775,53063003200,482
10002459,55.144,53063003200,303
10003639,59.584999999999994,21081920102,4504
10000111,56.806,21175950300,6110
10002493,48.771,53067010520,471
10006538,57.652,12039020400,6591
10002470,47.7315,53033009400,476
10003995,62.647,34039030200,977
10002861,65.1105,48201241502,1300
10002472,45.262,53033009200,217
10002505,59.306,53005011300,382
10007011,59.322,27171101300,2075
10002923,57.22,48479001105,1425
10005861,67.647,29189210703,2980
10003934,57.7565,13259950100,8931
10002250,67.14500000000001,04021000903,271
10005866,67.647,29189210703,2664
10005862,67.647,29189210703,2914
10002476,50.9215,53033032604,1081
10004070,58.318,29023950201,5219
10004050,57.961,29107090300,6820
10002020,53.3795,27061480803,1687
10006955,58.8175,27103480400,361
10004475,62.639,13245000700,655
10004598,62.369,12095018700,955
10001078,57.2055,19187000700,549
10002485,48.6755,53053072603,3365
10002492,48.303,53067012720,3975
10004515,58.61,13109970100,4939
10001862,59.314,19113002900,1000
10001861,59.314,19113002900,922
10001093,60.354,19103000301,743
10001871,57.00749999999999,19057000400,520
10001423,59.4695,13021011500,623
10001852,61.072,19033950300,1304
10001863,57.033500000000004,19127951000,1334
10001414,69.526,13089023802,782
10002656,59.448,19013000100,506
10001432,61.813,13185011402,1877
10004952,62.092,19163010800,584
10001914,53.122,50007001100,1157
10001404,57.776,25023530600,2030
10001384,60.366,26161445000,3207
10004032,73.067,24510130100,264
10001918,53.7055,50005957900,5422
10001913,53.6225,50019951400,2694
10006565,54.873,29027070300,1020
10006546,73.572,24510100300,82
10001556,68.148,24035810300,3081
10001557,62.8305,24003740400,136
10006667,55.335,50003971200,496
10003794,65.544,35013001502,11954
10004040,59.929,24045010800,3936
10003775,63.7355,35049980000,2
10002362,63.97,24510200200,197
10000976,58.897,39093091200,875
10001601,57.6875,51175200300,831
10003415,57.814,39121968402,1603
10003795,65.544,35013001502,12185
10003392,58.333,39101010202,721
10006612,62.354,35047957800,1472
10003783,65.873,35001003400,958
10005130,71.343,48167724300,529
10003603,52.872,38093967800,1561
10006588,52.872,38093967800,1441
10001725,59.226,40101001200,5803
10006587,54.0005,38015010800,536
10006589,57.372,38017000602,356
10006590,60.14,38017000903,1094
10006592,57.255,38035010600,334
10006573,59.857,30027030201,1620
10001572,54.87,51047930501,3910
10000981,57.4655,39101010202,1325
10000924,56.0165,51550021104,1041
10001596,56.91,51025930202,235
10003255,56.118,51015071000,4662
10001579,57.437,51145500300,3462
10001592,56.859,51111930100,4209
10001589,56.892,51135000300,1238
10003310,57.2355,51143010500,3825
10001594,57.881,51183870202,404
10003289,56.215,51031020102,4915
10003278,58.513,51760030200,724
10001591,57.7,51195931200,901
10003320,57.0495,51173030302,3663
10003284,58.148,51041100812,3227
10003256,56.118,51015071000,4802
10005834,58.339,51185020100,2741
10006218,58.141999999999996,51077060201,5689
10003247,57.1105,51165010600,3658
10001581,57.56333333333333,51075400300,3929
10002640,59.768,37021002701,1624
10001787,58.827,37049960202,759
10004159,62.367,37067001400,628
10004157,60.527,37069060801,50
10004197,62.3845,37109070201,923
10001754,58.6745,37121950300,6041
10001027,61.6435,37155960801,2246
10001770,59.851,37111970901,4920
10004184,61.9965,37159051201,2429
10000991,57.623,55109120501,1530
10006583,64.46033333333334,37025042102,1574
10003376,58.826,39139001700,1490
10003372,61.808,39099813800,534
10006966,59.048,41037960200,15945
10006968,53.495,53037975300,12795
10006969,56.233999999999995,53005010204,167
10000092,53.7055,50005957900,5313
10006987,50.986,53017950700,562
10005949,60.326,39173021902,1501
10006995,50.399,53053072105,934
10006990,53.6145,53077000600,676
10007019,70.709,49035111601,791
10006994,48.278,53067010200,367
10003383,61.766999999999996,39151712400,679
10006997,53.172,53025010402,1491
10006669,45.825,53033009300,453
10000999,59.284,55021970401,1326
10001007,63.609,55079014600,437
10002605,62.6455,55101980000,403
10002564,58.283500000000004,55057100500,2350
10000993,58.33,55057100200,7125
10001004,58.711,55025012502,1557
10001005,60.074,55025011900,2082
10002608,66.0215,55101001702,1585
10002537,59.498000000000005,55017010800,11766
10002591,56.894,55043960200,4098
10006624,61.808,39099813800,706
10003425,58.859,39129021300,335
10006384,58.711,55025012502,2120
10003331,57.138,51117930300,4399
10006605,57.445499999999996,34005704700,5366
10006606,62.951,34001010600,4314
10003262,58.063500000000005,51159040200,6632
10001583,57.765,51027010600,3349
10000984,62.846,39113060300,760
10003342,65.001,39007000102,1952
10003348,61.2175,39035109701,241
10003413,60.482,39049008730,132
10003370,57.9105,39147963700,1546
10000826,65.7315,06031981800,0
10002345,51.724,06079011400,77
10000852,71.134,06029006500,6639
10001293,53.451499999999996,48061010603,708
10000824,70.402,06031980100,53
10000992,57.827,55009021100,0
10001003,58.711,55025012502,2520
10002431,57.104,39141955602,743
10000825,69.92,06031001602,239
10003350,62.2795,39095001202,703
10003362,62.351,39155920700,1066
10003432,63.6215,39165031700,450
10002570,60.235,55139001600,3492
10003414,60.1695,39097041000,207
10003434,66.639,39165031700,86
10003377,58.6395,39139000800,1919
10000801,70.402,06039000201,623
10003369,57.9105,39147963700,1663
10003356,58.897,39093091200,1503
10006185,58.567,39081001200,4159
10002346,58.4865,06065981000,0
10003390,61.677,39003011200,1475
10003354,59.6465,39093070901,1626
10003411,58.796,39049008340,1278
10003381,59.852500000000006,39151714400,1781
10003419,62.846,39113060300,888
10002571,60.025000000000006,55139001700,2234
10002522,55.675,55099970400,14290
10002517,57.028999999999996,55031030302,10906
10001002,57.952,55023960600,506
10003365,62.3835,39155933800,956
10000988,57.241,55085970900,5556
10002607,62.998,55101001702,1936
10001000,58.505,55027960300,1688
10006671,57.813500000000005,55069960700,6157
10003445,56.873,39145002800,2692
10003378,58.6395,39139000800,1506
10000869,59.4745,06073010016,1928
10002309,42.536,06015000201,775
10000822,55.544,06053010900,917
10000810,66.204,06019007901,366
10000802,70.402,06039000201,940
10005251,56.298,06049000100,10031
10000858,71.533,06065044402,8449
10006530,66.877,06067988300,564
10000982,60.1695,39097041000,1125
10003397,58.4785,39159050401,361
10005248,56.742999999999995,06093000600,7573
10003357,58.897,39093091200,2154
10000904,86.4,06037930301,7916
10005252,41.4875,06023011501,4572
10005290,67.5395,06017030606,4611
10000905,60.321,06037800406,2192
10002432,57.104,39141955602,0
10003433,63.6215,39165031700,499
10005305,68.725,06043000101,5751
10002310,66.6245,06035040303,7528
10000878,67.245,06073021102,8024
10000855,51.724,06079011400,2921
10006204,82.261,06037104124,1862
10000789,61.8965,06109985202,3370
10000774,57.45,06089012702,29244
10005328,97.046,06071010804,2155
10000901,78.282,06037911001,10913
10005264,63.542,06103000100,13501
10006186,61.2175,39035109701,219
10000793,69.8,06077003700,3816
10000050,56.843500000000006,54055002300,2038
10005324,78.032,06107002702,15838
10000014,57.7345,54091964800,5142
10000010,55.517,54003971700,1348
10003367,61.538333333333334,39153504200,385
10000013,58.345,54073962100,7124
10005256,56.303,06105000101,8542
10000877,69.17,06065043252,4362
10003209,67.395,36119982000,0
10006615,54.086,36109002300,3732
10000983,57.9725,39045032502,2455
10003349,61.6405,39035198300,536
10000196,63.076499999999996,48099010201,1697
10001489,55.8065,42033330700,9647
10001931,56.527,45015020102,4653
10003444,56.616,39145002200,4757
10005283,67.25,06057000801,821
10000037,57.7315,54011010203,1572
10000002,57.74,54069000700,454
10006191,56.6315,54107000400,2011
10000042,58.529,54005958200,7928
10006674,55.483,54083966500,7505
10001102,57.073,54027968301,5047
10001106,56.041,54025950102,7319
10006192,54.803,54093965300,8512
10006673,59.938,54039001200,205
10000033,58.667500000000004,54039010400,1123
10000028,56.485,54075960300,11842
10003595,57.733999999999995,54003972002,680
10000799,69.8,06077003700,3763
10001731,59.473,40079040602,12621
10000057,63.917,56007967700,4885
10005642,55.122,56043000301,8024
10001739,55.879,31109003601,0
10004126,58.019,31055000500,1381
10006595,58.407,31119960600,794
10001738,54.8825,31185969800,4117
10001742,57.701,31097967600,7249
10004137,55.948,31109003401,1083
10004138,55.948,31109003401,798
10004140,53.804,31059091700,7817
10006594,55.581,31109001001,422
10001977,63.4285,48401950700,2166
10005273,42.2945,06045011004,12468
10000780,69.643,06067988300,302
10002344,70.7645,06029004702,1264
10001158,57.334500000000006,30017961600,643
10000220,63.9065,48185180400,2933
10006300,59.211,48025950501,7412
10006575,56.282,30021000300,5187
10006574,57.92700000000001,30023000300,6784
10003625,58.587500000000006,30043962202,5426
10006572,58.587500000000006,30043962202,5626
10001155,56.282,30021000300,6952
10000782,63.3085,06005000303,2522
10003629,57.92700000000001,30023000300,14457
10001154,56.76,30049001100,1458
10006578,55.414,30111000402,757
10006571,57.92700000000001,30023000300,14485
10003628,55.652,30077000200,17293
10006581,55.912,30063000801,954
10001766,62.058,37183051000,28
10001798,60.569,37047931000,1021
10004194,61.566,37079950102,2816
10002633,58.305499999999995,37131920303,6077
10001709,61.829,47037013002,665
10001014,57.257999999999996,47081950500,11516
10003538,56.279,47071920100,12860
10001711,64.674,47097050100,6802
10003492,58.592,47091956300,5986
10006664,58.3965,47169090200,7060
10001015,55.954,47181950100,13484
10001717,60.6125,47069950200,4693
10001978,61.578,48001950401,1661
10000190,64.213,48161000300,6104
10001969,68.821,48497150500,3751
10001984,63.2385,48471790500,1026
10000154,64.9095,48375980000,3385
10000174,61.4895,48415950300,11108
10000197,57.2595,48005001001,3058
10002726,64.469,48147950401,1760
10002905,58.712,48255970300,340
10002920,59.821,48283950301,1686
10000185,61.578,48001950401,1313
10003253,59.04,51179010403,3106
10000215,64.262,48471790101,3874
10000198,57.2595,48005001001,3283
10002784,63.4285,48401950700,644
10002822,62.861999999999995,48313000100,11253
10000206,61.814,48313000100,6475
10002714,61.7465,48189950100,4599
10001597,57.8605,51025930202,900
10002916,59.211,48025950501,6733
10002857,64.846,48245011202,258
10002928,57.994,48249950200,15315
10002835,61.8335,48053960301,1411
10002827,60.079,48145000400,3658
10002791,59.9045,48073950801,4394
10000216,64.0175,48041000501,2830
10002799,59.17100000000001,48049951100,1683
10000209,65.733,48471790500,1638
10000210,65.678,48471790600,1079
10002755,64.334,48113016902,1937
10000234,70.613,48157673700,109
10002886,67.10499999999999,48157673700,220
10001274,63.948,48099010201,186
10000238,61.714999999999996,48325000200,10988
10000194,63.948,48099010201,832
10001966,63.26,48179950600,5390
10000161,58.835,48499950200,951
10002838,64.998,48185180400,4675
10000203,67.062,48371950400,18081
10002828,60.079,48145000400,1265
10000152,63.26,48179950600,5595
10002844,62.111,48291700800,4397
10002858,64.846,48245011202,467
10000248,59.211,48025950501,2927
10002729,64.215,48303002500,3532
10000208,56.236,48457950300,3465
10002725,64.469,48147950401,2090
10002876,61.239,48055960200,855
10002758,62.854,48115950600,3534
10002900,60.5495,48123970201,734
10000156,63.37,48075950200,6379
10000199,60.258,48411950100,5215
10000175,59.958000000000006,48253020102,689
10000229,60.219,48245980200,365
10002802,65.835,48141010331,1407
10002940,54.493,48215023512,2448
10002731,59.269499999999994,48037011501,3385
10002792,59.9045,48073950801,4873
10000245,63.776,48039663100,888
10001735,62.09949999999999,40031002005,3233
10001017,61.85,40119011302,3167
10003590,62.087999999999994,40031001902,1312
10001730,62.584,40009966800,6154
10003565,61.289,40151954300,2928
10003568,61.073,40113940001,5169
10003571,59.226,40101001200,4848
10001016,61.284,40003956000,3923
10000095,51.864,50021963200,830
10001306,53.984,41001950400,2136
10000094,54.653,33019975700,4232
10003583,65.19749999999999,40027202405,2852
10002971,50.2095,41047001803,585
10005749,52.006,41043020700,0
10002955,44.955,41057960402,3246
10001310,52.648,41045970200,4356
10001298,49.064,41067032110,1105
10002958,55.391,41051003602,2122
10001295,56.4025,41059950800,3760
10001294,53.7175,41059950601,1519
10006363,57.114000000000004,42027011202,588
10002986,51.2535,41033360500,1134
10003048,57.007,42039110202,5526
10000709,58.6145,42049010108,0
10001302,50.2095,41047001803,1661
10003074,59.828,42107000800,2201
10000733,59.706,42041981001,516
10003107,56.943,42111021100,1644
10003056,60.152,42085032602,3881
10003054,56.45,42081011701,2699
10001008,61.67633333333333,55079008900,267
10003117,64.033,42045404900,557
10000719,57.5565,42079215600,2688
10003062,57.673,42027981202,188
10003064,58.095,42097081500,1348
10003109,57.405,42125795700,2171
10000718,55.729,42079211301,2171
10000721,57.793000000000006,42033331700,2182
10005227,57.705,42093050200,1792
10006641,60.6595,42055012001,3575
10003106,60.6595,42055012001,4077
10006644,60.6595,42055012001,3686
10003087,60.397,42063962100,2211
10001001,58.595,55027960500,3112
10002558,56.956,55053960500,5008
10003553,63.736,44007014200,884
10000098,57.167,45005970500,2366
10003556,63.736,44007014200,328
10001138,62.515,45061920301,0
10003558,63.736,44007014200,435
10001141,64.281,45079010408,173
10001147,61.428,45035010501,3951
10001132,62.792,45057010200,1069
10002671,61.566,45083021805,635
10001921,64.261,45079010409,625
10002687,63.578,45079010806,668
10001142,59.905,45079010408,17
10002697,61.428,45035010501,4431
10001922,64.261,45079010409,634
10002685,62.107,45041000101,2768
10002676,63.99,45087030400,490
10001129,64.358,45045003201,3364
10002691,57.75,45027980000,0
10001128,58.93,46009967700,14038
10006651,58.129000000000005,46103011005,1396
10001123,59.8515,46099000300,1389
10001121,63.885,46099000100,1524
10001118,58.1905,46103010600,1067
10006652,63.99,46099000405,792
10001120,62.852,46099010406,3396
10006388,54.372,46003973600,7440
10006649,63.666,46099010405,2759
10003363,62.351,39155920700,1460
10000979,58.477500000000006,39139002700,3858
10003405,58.334,39013012202,1121
10001708,61.829,47037013002,59
10001720,62.852,47157021200,354
10003507,59.968,47129110300,90
10001530,75.889,06029006002,96
10003505,59.595,47037012802,1313
10001716,60.6125,47069950200,6166
10003515,60.081,47089070700,1251
10003496,58.482,47095960100,545
10001713,60.094,47007953200,11467
10000836,86.192,06071012200,797
10000850,70.7645,06029004702,1140
10000851,70.1865,06029004703,1073
10000817,55.544,06053010900,184
10002341,80.3155,06071001907,186
10000249,57.263,48479001817,730
10000785,56.4745,06095253000,352
10003260,59.5005,51033030100,3283
10000786,63.071,06095253500,5972
10000857,81.08000000000001,06065040701,287
10005282,52.8545,06033000901,2359
10006347,70.0415,06073020902,7065
10002322,69.643,06067988300,0
10000811,75.2525,06019006410,4183
10002353,73.525,06037901003,110
10002349,82.742,06037910805,6009
10000790,49.268,06041122000,0
10000847,70.902,06029004302,196
10006217,59.013,37021003002,2247
10002340,78.0295,06071009129,2709
10001023,60.631,37003040600,3533
10001786,61.831,37167930102,4552
10006147,58.6745,37121950300,6268
10000879,65.932,06073020903,7404
10006958,57.003,30023000400,3039
10000059,58.172,38059020100,2392
10000841,70.193,06029004601,0
10005299,60.590500000000006,06009000122,2717
10006532,55.577,06079012800,326
10001522,61.8965,06109985202,0
10000784,61.399,06005000402,2507
10000856,86.432,06065046601,657
10006531,66.204,06019007901,169
10000902,79.544,06037920011,5120
10005253,40.0555,06023011100,12890
10000838,89.4975,06065044104,5288
10000844,70.322,06029004603,0
10006184,58.4665,30093000101,295
10001933,55.3955,30013002301,3025
10000861,57.054,06065981000,259
10003626,56.9705,30111000300,343
10003624,58.295500000000004,30077000200,3420
10000821,55.544,06053010900,297
10006576,57.92700000000001,30023000300,14328
10004210,66.516,37071030901,1088
10001775,61.566,37079950102,2944
10001161,56.594,30093000100,777
10005272,43.569,06045011002,6013
10001025,60.685,37085070700,1771
10004165,60.371,37135011002,1776
10004193,55.343,37095920102,6307
10001752,57.488,37139960501,3498
10001156,55.32,30013000400,568
10001778,59.956500000000005,37161960600,345
10004226,57.8455,37141920401,4657
10004190,62.1465,37101040904,2951
10001771,61.552499999999995,37151030100,518
10006580,54.383,30013000300,537
10001776,61.319500000000005,37079950102,4710
10004170,59.639,37027030400,1351
10001763,59.9645,37127011104,1228
10001749,60.064,37033930200,915
10002638,66.258,37035011601,3054
