FACILITYID,npl_prox
10000754,0.7710144160474072
10000756,0.030916023090492437
10000757,0.029917691993850245
10000759,0.017123481493435115
10000760,0.017061272717773277
10000761,0.07828726259200744
10000762,0.05862248195162695
10000763,0.09291413697235153
10000765,0.06073913616089792
10000770,0.27269626383787304
10000771,0.017664768974144048
10000772,0.008252724083961561
10000774,0.011995371431452389
10000780,0.1802153221756381
10000782,0.07180540669581209
10000784,0.0693638352984304
10000785,0.14865547553504962
10000786,0.10030577286736021
10000789,0.024212679815469162
10000790,0.08928363632181464
10000793,0.13059324932748168
10000799,0.1255211181387
10000801,0.026019842038051487
10000802,0.02672803976162554
10000806,0.10333462723559507
10000810,0.09830618890369881
10000811,0.020923221745421577
10000814,0.06689540958971105
10000817,0.033600809253488906
10000821,0.035159739821751565
10000822,0.03262847711721938
10000824,0.01820683848547756
10000825,0.01791469942401823
10000826,0.03534534482374671
10000830,0.7056572180056652
10000831,7.201891511181015
10000832,1.141328614176937
10000833,0.7559064333606705
10000836,0.04809048792747642
10000838,0.029513737475992396
10000840,0.046980037350415935
10000841,0.012875187276644854
10000844,0.013012008818955853
10000847,0.014644564027887596
10000850,0.015759829925681295
10000851,0.015790937111913268
10000852,0.0379846893570506
10000855,0.027795270306036287
10000856,0.06497420847409414
10000857,0.06813792804738952
10000858,0.019563818888228137
10000861,0.010828414283410427
10000863,0.047728245337411726
10000864,0.04833107345885887
10000867,0.04711416582613618
10000869,0.010928505110912517
10000871,0.014026300844466537
10000874,0.014106250915970208
10000877,0.04461078555451788
10000878,0.01380449004403293
10000879,0.016502302266992286
10000887,0.07578594074152128
10000892,2.028765438844327
10000901,0.026116470396478134
10000902,0.023186968470999377
10000904,0.047591765326540685
10000905,0.03364514950122912
10000915,0.10084641344163134
10000917,0.15243387297588612
10000918,0.15674388513418
10000919,0.13281611069646113
10000923,0.12993746443100437
10000924,0.042846519652573314
10000925,0.04245633402801214
10000926,0.05323529465075726
10000927,0.0526394419712874
10000928,0.05344514508816372
10000933,0.0700571877016938
10000934,0.056775409781119966
10000935,0.16412983753942106
10000937,0.1057659734986803
10000939,0.10772041527554117
10000941,0.009100458794841705
10000942,0.011106729924950839
10000948,0.025974717116362747
10000949,0.019183129964504598
10000954,0.01952159498818525
10000955,0.018818937774040385
10000956,0.018850561898950378
10000960,0.011640646869010295
10000963,0.019148473946342552
10000967,0.02568303073253992
10000968,0.01648122098305594
10000971,1.0134120548870327
10000972,0.04410523012530753
10000976,0.02548554843651645
10000979,0.018706283956734685
10000980,0.15270072978649957
10000981,0.16848506756708118
10000982,0.024711969975292042
10000983,0.022902002630326563
10000984,0.5239231075598235
10000986,0.011995678253921602
10000987,0.03600025487335572
10000988,0.010709598763791225
10000990,0.09140776125459056
10000991,0.03641265511239426
10000992,0.9242319889765627
10000993,0.03552014995968333
10000994,0.023350815095214278
10000995,0.036335916663534355
10000998,0.03369270138027116
10000999,0.031055988655189038
10001000,0.043162230258062526
10001001,0.035432393203988735
10001002,0.014245078827270642
10001003,0.2663989241353189
10001004,0.2645098473729911
10001005,0.05803005396478165
10001007,0.07078492510165711
10001008,0.08466354359320352
10001009,0.07288098969343733
10001014,0.03218457354851459
10001015,0.04625976942906586
10001016,0.0072080409047774905
10001017,0.22253575162227507
10001021,0.01135332965153602
10001022,0.12278528446365401
10001023,0.0393437032134245
10001025,0.02781991674696299
10001027,0.018161992927999176
10001028,0.008632031152058324
10001029,0.02929088857873653
10001030,0.0410744530151573
10001031,0.04079569644182841
10001033,0.014082785637305096
10001034,0.013151413440243257
10001040,0.014447604464688532
10001041,0.030806541856284963
10001042,0.1765988476058961
10001043,0.18017784241230872
10001044,0.29564581945161983
10001045,0.22539815338319424
10001048,0.08428067902497276
10001050,0.4528954427126837
10001051,0.42343732624966357
10001052,0.0769392796659343
10001054,0.1930316645841699
10001059,0.05459816978940777
10001060,0.0574480191000639
10001061,0.06136745218496414
10001062,0.054785767991314224
10001063,0.02807347003778485
10001065,0.1144509922178429
10001067,0.05558898363625553
10001068,0.05722518919169656
10001071,0.030613182182706904
10001072,0.02726370675044498
10001073,0.020216496709142648
10001075,0.022492945574532006
10001077,0.009194026776568722
10001078,0.009186539750919013
10001080,0.008629168727268155
10001082,0.014778422093837354
10001087,0.04373025815044895
10001089,0.18197276766874748
10001090,0.06483608459735235
10001091,0.011880971090433144
10001093,0.012050588826153636
10001095,0.026543333325268346
10001096,0.03712826441097529
10001099,0.014172638527749295
10001100,0.051083241016271624
10001102,0.032431045589055366
10001106,0.03376368147272725
10001108,0.04622793687844158
10001116,0.030985229506323833
10001118,0.07492185083740799
10001120,0.011189553606533868
10001121,0.012168793706344381
10001123,0.012199878528186927
10001125,0.010615010206966952
10001126,0.010183873532402613
10001128,0.01000581541695871
10001129,0.08548380135129484
10001132,0.061686486594579294
10001133,0.05662204139945155
10001134,0.05603860735752495
10001135,0.05646195240691844
10001137,0.024396238429991623
10001138,0.01970696976699786
10001141,0.09570583128926984
10001142,0.10034868821860567
10001143,0.08523490110102719
10001145,0.16128056962564585
10001146,0.03551500833514553
10001147,0.024182770234502163
10001150,0.042116858485678046
10001154,0.22747992637027672
10001155,0.0031547432393311536
10001156,1.1003683150314438
10001158,0.004692335039971079
10001161,0.37482928245737013
10001162,0.023659479311574468
10001163,0.020171906279131388
10001165,1.1048589505570983
10001166,0.07246771705005792
10001170,0.013534574439015649
10001172,0.010525629383639852
10001173,0.00723130493133185
10001175,0.018739274929283498
