FACILITYID,flood_risk_area_m2,flood_risk_percent
10000518,916229.0486453983,23.650683015995327
10004312,583706.739423432,13.592874896855728
10000403,838409.9499230008,22.354261978407244
10000382,1329111.5171742793,35.60501672202372
10006210,152443.46411721339,3.6510532086098246
10000647,222828.8904537374,4.044914232709994
10000667,0,0
10000457,553527.8201251351,14.960220798161192
10006597,941715.7536201677,27.685763488266574
10000455,1080494.0129895979,18.830062174458778
10000687,1949132.8657577918,40.92203045505822
10000635,0,0
10006389,399236.0303107183,12.113975632941846
10004667,0,0
10006351,182166.894738191,4.4647947703865825
10000641,130863.33166914382,2.8869791401653484
10000657,19061.89832382906,0.5663894633307589
10004677,103901.2774941095,2.2440762104840912
10005054,0,0
10000263,304932.29664868786,6.197213721857518
10001325,315484.0809366701,6.128316597715165
10001319,1268089.282193507,26.938208383993512
10001333,567302.715156223,12.209486454898087
10001062,281777.759585462,6.368136347347216
10004176,158631.82340060573,4.4140536032433015
10001067,0,0
10001236,NA,NA
10003680,660041.0681423643,19.158014073097863
10001944,0,0
10000316,757489.659848626,16.509946352528388
10006749,0,0
10000320,878195.7778989463,17.281230558036846
10000325,602577.1221914312,12.85216513579473
10006339,0,0
10002138,0,0
10006154,210413.53188140065,4.5447108855272225
10002144,783678.4142307175,17.06249645586909
10003880,187560.29042191547,5.1606332446004375
10004497,187957.5507604771,4.77929126363027
10001415,927627.2308578896,26.04467603920516
10006453,346699.80025336985,7.935775752792987
10006322,140723.35332428585,3.282641207295426
10001759,959707.3024372824,21.00915964002215
10000309,1549016.4420333472,33.44100373184838
10002147,286769.9789063365,5.954006922496464
10000307,2224326.2050688267,48.620008770376785
10000328,2139743.7355957995,44.126833792862186
10004216,2712884.5495179812,69.7576224523235
10004177,NA,NA
10004487,697220.5589471887,18.290133816852876
10002139,55679.10078476639,1.3212519936479226
10000116,757068.7202164879,16.588323129457628
10000120,2527729.029677343,53.48777872444901
10002118,0,0
10000293,932765.4484425373,23.57417609162998
10001424,191872.84649876168,5.178528841103243
10004551,1312956.42416612,35.381895446409104
10005188,178203.67315293069,4.679545913891461
10000302,178646.49976844245,3.9331242854855204
10002136,1089336.225449975,27.773735655969283
10006344,0,0
10003650,0,0
10006345,776879.9291590627,14.075317492928999
10001801,804746.1281812289,20.174190153173775
10000117,1816972.2386867045,36.63837522177243
10001411,0,0
10004534,806951.5803570657,21.2267095287194
10001095,669036.9603358549,19.94840489301603
10001426,81169.26293958146,2.305352924972236
10000103,101739.4743062655,1.8314430115540803
10004500,112383.50749656279,2.9386532549537883
10005191,141299.08893399645,3.711508361402572
10001788,275558.6317289403,6.643328927451346
10000636,0,0
10004173,986862.2611405532,19.789115033700142
10004183,427772.49453791557,9.91287164959181
10001747,720450.344723152,16.13920234448496
10001753,0,0
10000638,434520.79171278875,13.03691216183922
10000128,0,0
10003694,382330.3355936825,10.145997713785436
10003691,1354434.2763403899,31.31925047684785
10001793,1701597.6597200853,35.798203608137804
10003692,1251141.0387047655,31.914608247663196
10000948,NA,NA
10001777,196664.62984001468,5.107249838145176
10006582,139272.7279296402,3.763718793969839
10000126,47747.66071599186,1.10607638906762
10003690,0,0
10000442,124174.47578549643,3.320527381183385
10000972,1940246.6265614654,30.83029937173177
10001021,2905180.1123832967,71.39501600660991
10004619,119602.41319269311,3.4353377321527283
10000471,821213.5797811382,23.065316255890743
10004174,767247.9402151203,20.487066913604384
10000967,128186.99790796125,2.3842090931750293
10000960,NA,NA
10002416,2493218.6294205757,49.06694251122568
10000971,1035603.3831593496,17.664096202126988
10000963,25150358.410190087,99.99084509026707
20000261,3404140.8850627546,94.7481312857623
20000262,2216675.9116008296,57.54886486265913
10002165,1103656.9731222142,31.34152277210121
10004657,2355529.934977496,69.23502443455786
20000260,NA,NA
10002097,1343748.666082472,30.749684952081992
10002206,771665.4335034591,18.9040728854896
10006564,380622.30335935036,11.569773732622885
10000449,1354491.394947952,37.10755965248176
10002096,184267.24667110076,5.128564044642077
10002600,0,0
10001632,95692.4197978027,2.152548640524687
10002560,NA,NA
10001609,0,0
10004068,NA,NA
10001630,539375.6644333716,11.397491134800616
10005841,11692.860205904593,0.3420082499843838
10001608,109207.35558698805,2.3606544650292025
10005864,NA,NA
10005865,NA,NA
10006556,289373.4425366321,8.271475520689036
10004060,732162.3725164001,18.46381564044289
10004185,1455435.6851252725,43.054816081302945
10005867,0,0
10005848,96068.21312438679,2.539866106202868
10001768,536154.4158608153,15.890447480071915
10006216,74962.43111450628,2.148011520961334
10011326,270146.1689882823,5.8309699062151825
10000954,NA,NA
10001815,1569482.317085586,43.61619356664321
10004259,276025.1061576768,7.584666613958328
10000508,0,0
10004260,6358.953757151504,0.17745238567815305
10006567,2268812.4553068904,63.399638793028004
10005263,1075599.358032884,27.540506403196336
10006568,NA,NA
10004651,1010913.7912933045,29.53583976388698
10000388,NA,NA
10001751,258921.27019149187,5.911181320523308
10002174,1909363.562987172,40.42449719051084
10006348,91230.35265818407,2.4366058628903002
10003864,386053.9856305839,10.024499724027022
10003861,152723.2483790276,4.267224805244763
10000459,NA,NA
10004614,182617.0600935338,4.964463678400327
10000498,1770494.3066110269,46.69398477737868
10004204,189572.78768495354,3.545761927797147
10004444,677354.0344987119,15.549234461039664
10002101,NA,NA
10006535,2896240.647851643,55.418141978224966
10001393,727671.88056015,13.830339592385743
10004451,711727.9429714431,15.946526503093178
10000282,NA,NA
10000374,1279884.6350973998,37.02588629825806
10000281,1317679.1355297384,29.081298831977225
10002182,520482.1423995403,15.007299720624182
10002098,978529.6432265724,23.237679453354588
10000480,0,0
10004611,3424977.5875059883,99.2139838481092
10002178,1729914.3943736977,47.82366728202337
10004188,139860.4617171245,4.047627833053434
10004567,274951.79316013417,7.3499203546102425
10006383,42491.23524395576,1.2044405156493827
10006324,1081698.108105338,30.68120294517527
10001401,64357.510132779964,1.8915373741552082
10004449,391724.02689720225,8.420588091231455
10001022,859666.4464766597,23.300866348792113
10004612,1217490.8644904525,34.77069098781887
10001392,612017.1732299319,14.198777910773389
10001396,503331.3116323248,11.836988064415978
10001547,NA,NA
20000263,1340286.2935124876,38.36154787284124
10000252,645876.2269506826,13.440734422576215
10001546,NA,NA
10002510,461741.4138183745,13.647526188407799
20000264,160403.28529819916,4.6913193438742855
10002359,NA,NA
10001560,NA,NA
10006536,4040838.6380505124,99.99999999158506
10004656,3145732.458786487,75.42973185310602
10000772,0,0
10006537,NA,NA
10001616,1596090.5862016338,43.84683937040901
10006380,NA,NA
10000990,2608.9386521277097,0.06899205891986462
10003592,NA,NA
10003572,794151.0158250119,22.17260938067703
10003047,73980.911929867,1.6554955054471976
10001697,NA,NA
10002579,44991.25733384285,0.8969318630570815
10000122,363285.1030340751,6.741658026274994
10004034,457497.5474944367,12.245784009225165
10002556,439335.02497566334,12.679915892826404
20000280,351939.98778782465,10.441751698090172
10000101,156433.4933490937,3.0515890027334005
10001170,10767.684594141941,0.23121941598731732
10000109,212138.04051865474,4.398182152066749
10006315,NA,NA
10000112,NA,NA
10000115,103086.25850105516,2.406965411917208
10003645,215902.65997590934,6.241250750194391
10000980,0,0
10000110,173744.3448136412,3.625312187965572
10003638,817326.7042954746,23.770744349190803
10000121,972853.1348179661,20.762381506887447
10003651,8751.057455807537,0.2171932238882587
10000106,NA,NA
10006314,3589662.9111506776,76.4503929197862
10000107,397528.4424236297,8.18696125382218
10000102,396116.88417885994,8.657576818639537
10004327,1554905.9489678366,38.65047664508175
10000017,1166465.8381800298,32.592944350465544
10002301,204117.10002852054,5.211266383508902
10000737,NA,NA
10001044,0,0
10005222,203594.29876427748,6.214896777429073
10001043,1022952.962047673,21.943942895061493
10001145,0,0
10001830,NA,NA
10001034,969581.5504906032,17.500649957687507
10001031,961694.3388107683,18.563521245097014
10001729,NA,NA
10001832,NA,NA
10000463,1171220.9723476244,31.052284378208032
10001048,132274.23860690312,3.9018321148746713
10001544,346855.7861427454,8.917648603727196
10001732,23718.760834623736,0.47741561616683287
10001733,396140.05612081394,8.003217950865949
10003121,327261.4846521707,6.4945982905282005
10004015,0,0
10000814,0,0
10003077,NA,NA
10003082,375731.8308078299,8.00866170362774
10001133,NA,NA
10001150,171301.54775581261,3.4406652826955506
10002688,657671.132720144,14.485935098116542
10002347,0,0
