FACILITYID,pesticide_mean_kg
10001096,263387.00000000006
10002246,110834.65
10004633,47778.45
10002105,1675.8500000000004
10006311,146887.7
10006544,17802.4
10001853,349851.35
10001949,70113.2
10001869,195606.15000000002
10000576,1945.1
10002228,12972.900000000001
10001745,112206.09999999998
10001181,17802.4
10002204,12347.350000000002
10000683,419064.4
10002217,19627.399999999994
10000572,17467.850000000002
20000220,270837.55
10000682,213948.65
10000685,463593.25
10000676,248856.65
10000662,534909.5
10000644,171940.30000000002
10002401,682.95
10002399,7342.75
10006633,19303.549999999996
10000660,320971.7499999999
10002400,682.95
10005380,1567.4
10000652,711771.3499999999
10000678,244179.34999999998
10000695,55454.6
10004734,55454.6
10000665,528017.5999999999
10002395,NA
10002258,332867.55
10000677,341589.54999999993
10000669,439182.35000000003
10002396,NA
10000646,270837.55
10000674,385697.10000000003
10000688,301508.2499999999
10002259,124875.44999999998
10000720,3921.8
10000672,353033.6
10000708,621854.6
10006352,270837.55
10000707,621854.6
10000664,528017.5999999999
10000336,119488.99999999999
10000673,471935.3
10000771,1817.1000000000001
10002153,29124.450000000004
10000422,924.9000000000001
10004712,135726.40000000002
10000693,114392.1
10000368,9683.750000000002
10000339,55762.499999999985
10001065,16361.199999999999
10004575,1274.7000000000003
10004555,55762.499999999985
10004920,116117.20000000001
10000395,13145.75
10001054,137827.20000000007
10001060,213832
10000396,13145.75
10001075,15674.799999999997
10001071,181306.9
10000585,12972.900000000001
10000432,5332
10001059,171900.3
10003012,1290.9
10006309,175802.69999999998
10001073,88961.54999999999
10003002,4724.500000000003
10000560,12347.350000000002
10002997,1768.6000000000001
10003006,1290.9
10002192,393070.1499999999
10000562,8092.000000000001
10002210,73900.30000000002
10004913,266860.35000000003
10000261,1290.9
10002843,50729.700000000004
10000385,11008.999999999996
10001063,158542.80000000002
10000414,9332.8
10005258,5605.4000000000005
10001052,294515.9
10002991,15552.199999999997
10000428,17106.750000000004
10000260,4398.850000000002
10000384,11008.999999999996
10000871,32204.700000000004
10000949,123009.1
10000430,7207.800000000001
10000329,38530.05
10004747,56038.100000000006
10001045,257007.94999999995
10006290,163942.15000000002
10004094,11077.25
10001907,193535.15
10005933,4722.450000000001
10002187,15536.649999999998
10003000,4724.500000000003
10000546,32964.7
10005599,294515.9
10000259,11355
10000467,28558.650000000005
10006613,4398.850000000002
10000691,209260.90000000002
10003008,1290.9
10000460,16371.099999999999
10000504,157231.09999999998
10000658,409835.35000000003
10006167,36253.54999999999
20000240,163942.15000000002
10005267,57352.399999999994
10000633,249123.69999999995
10005319,841.1000000000001
10005362,107558.29999999999
10000308,16385.199999999997
10001041,384388.9
10000840,9363.599999999997
10005275,193664.19999999998
10000642,480996.64999999997
10004852,384388.9
10004527,48295.74999999999
10000653,370994.89999999997
10000545,32964.7
10004812,290591.5500000001
10003928,1779.4
10001030,103502.05
10001028,281743.19999999995
10001162,198.2
10002488,5057.200000000001
10000874,32204.700000000004
10000689,301508.2499999999
10006350,16044.349999999997
10002121,390.6499999999999
10001033,167155.05
10006209,332957.3
10000671,315965.75000000006
10001050,191656.00000000003
10002102,3379.5999999999995
10004505,56941.05
10000655,673063.75
10000319,18973.299999999996
10004616,27077.90000000001
10001605,5321.75
10001972,7534.600000000001
10000084,321585
10003678,32196.799999999996
10006326,2645.2000000000007
10006327,2850.7000000000003
10006596,3759.0499999999997
10003647,3516.2
10000503,157231.09999999998
10000361,11530.649999999998
10000518,103861.5
10004312,4273
10000403,2850.7000000000003
10000382,20795.75
10006210,673063.75
10000647,270837.55
10000667,87454
10000457,20332.800000000003
10006597,3759.0499999999997
10000455,20332.800000000003
10000687,332957.3
10000635,8147.550000000001
10006389,1170.7
10004667,8147.550000000001
10006351,270837.55
10000641,3222.4999999999995
10000657,290143.44999999984
10004677,492938.05000000005
10005054,453723.6
10000263,221424.49999999997
10001325,10764.550000000001
10001319,754.7500000000002
10001333,73541.19999999998
10001062,213832
10004176,12543.4
10001067,175802.69999999998
10001236,NA
10003680,97922.85
10001944,109991.09999999998
10000316,17930.549999999996
10006749,234970.75
10000320,18973.299999999996
10000325,196570
10006339,132097.30000000002
10002138,52076.5
10006154,174060.00000000006
10002144,113314.14999999997
10003880,2183.0500000000006
10004497,44333.79999999999
10001415,231.49999999999994
10006453,42401.450000000004
10006322,1710.65
10001759,207511.3
10000309,28095.1
10002147,11696.300000000003
10000307,75246.50000000003
10000328,38530.05
10004216,13952.2
10004177,37464.35
10004487,2585.1000000000004
10002139,52076.5
10000116,13858.900000000001
10000120,58120.8
10002118,390.6499999999999
10000293,231.49999999999994
10001424,2011.95
10004551,26323.849999999995
10005188,35329.3
10000302,2011.95
10002136,323.65
10006344,928.7500000000002
10003650,15020.350000000002
10006345,982.1499999999999
10001801,269.8
10000117,95910.15
10001411,928.7500000000002
10004534,22337.35
10001095,247909.85
10001426,323.65
10000103,15258.5
10004500,31803.09999999999
10005191,12520.899999999998
10001788,56449
10000636,8147.550000000001
10004173,39059.350000000006
10004183,66143.7
10001747,6731.050000000001
10001753,140096.75
10000638,156184.29999999993
10000128,NA
10003694,NA
10003691,NA
10001793,35124.95
10003692,NA
10000948,6187.399999999999
10001777,12687.749999999998
10006582,4700.1
10000126,NA
10003690,NA
10000442,36253.54999999999
10000972,47265.05
10001021,115302.95000000001
10004619,87360.4
10000471,28558.650000000005
10004174,39059.350000000006
10000967,16207.599999999999
10000960,246735.59999999998
10002416,17453.6
10000971,11648.75
10000963,12876.95
20000261,37471.5
20000262,12876.95
10002165,16593.35
10004657,NA
20000260,246735.59999999998
10002097,698.0999999999999
10002206,12347.350000000002
10006564,19137.9
10000449,10109.800000000003
10002096,10.6
10002600,4708.6500000000005
10001632,21997.45
10002560,124233.79999999999
10001609,145586.5
10004068,27187.350000000006
10001630,2860.7
10005841,91269.75
10001608,145586.5
10005864,7800.050000000001
10005865,7800.050000000001
10006556,161341.75
10004060,NA
10004185,206138.84999999998
10005867,NA
10005848,57206.34999999999
10001768,39059.350000000006
10006216,18758.199999999997
10011326,1093.4
10000954,4376.2
10001815,24987.200000000004
10004259,9942.699999999997
10000508,47778.45
10004260,2030.4499999999998
10006567,349359.65
10005263,6766.9000000000005
10006568,56697.45000000001
10004651,32964.7
10000388,20580.600000000006
10001751,269089.19999999995
10002174,16371.099999999999
10006348,4171.75
10003864,2610.1000000000004
10003861,10.6
10000459,16593.35
10004614,27077.90000000001
10000498,52284.05
10004204,19046.9
10004444,1338.8500000000001
10002101,164.64999999999998
10006535,52284.05
10001393,1338.8500000000001
10004451,698.0999999999999
10000282,164.64999999999998
10000374,7083.85
10000281,1338.8500000000001
10002182,114637.4
10002098,698.0999999999999
10000480,7607.600000000002
10004611,7607.600000000002
10002178,114637.4
10004188,4572.65
10004567,13145.75
10006383,16361.199999999999
10006324,74262.25
10001401,10.6
10004449,5716.6
10001022,39059.350000000006
10004612,7607.600000000002
10001392,1338.8500000000001
10001396,5716.6
10001547,79230.69999999998
20000263,5716.6
10000252,139599.45000000004
10001546,79230.69999999998
10002510,7856.6500000000015
20000264,2924.4000000000005
10002359,153374.85
10001560,10774.900000000003
10006536,32964.7
10004656,32964.7
10000772,6766.9000000000005
10006537,157231.09999999998
10001616,58084.75
10006380,2851.2
10000990,196804.2
10003592,14185.45
10003572,62272.00000000001
10003047,2811.3499999999995
10001697,239623.65000000002
10002579,166488.05000000002
10000122,281.25
10004034,NA
10002556,82813.05000000002
20000280,NA
10000101,15258.5
10001170,121.2
10000109,15020.350000000002
10006315,130520.6
10000112,708
10000115,865.3999999999999
10003645,748.7500000000001
10000980,124418.2
10000110,3377.8499999999995
10003638,2740.75
10000121,58120.8
10003651,15020.350000000002
10000106,61294.20000000001
10006314,915329.0499999999
10000107,1094.5
10000102,15258.5
10004327,38736.75000000001
10000017,1757.9500000000003
10002301,9195.649999999998
10000737,38426.75
10001044,457018.30000000005
10005222,1963.5000000000005
10001043,457018.30000000005
10001145,2347.7000000000003
10001830,384388.9
10001034,167155.05
10001031,103502.05
10001729,39659.05
10001832,384388.9
10000463,16371.099999999999
10001048,492103.64999999997
10001544,4617
10001732,9509.75
10001733,9509.75
10003121,2137.9
10004015,3390.3999999999996
10000814,10365.199999999999
10003077,79146.35
10003082,58464.25
10001133,79689.69999999998
10001150,1918.45
10002688,119385.4
10002347,251689.10000000006
10002348,251689.10000000006
10001458,36475.899999999994
10004606,74262.25
10000519,103861.5
10002629,19303.549999999996
10001722,347191.94999999995
10002361,NA
10001652,98574.25
10001519,24178.15
10001566,7777.15
10006310,9363.599999999997
10005361,251689.10000000006
10006205,55762.499999999985
10003580,36702.69999999999
10000461,16371.099999999999
10003584,25601.19999999999
10002689,15093.349999999999
10003387,42126.649999999994
10001143,24008.399999999998
10000244,107098.4
10000237,119918.65
10000211,9666.75
10001163,877.0000000000001
10002692,94578.7
10001811,110789.80000000002
10006201,8148.1500000000015
10002330,4496.1
10003598,4032.5999999999995
10001812,110789.80000000002
10001435,29124.450000000004
10000118,2404.35
10006198,110789.80000000002
10003135,1690.4999999999998
10001301,33573.04999999999
10003068,31073.25
10002800,9153.65
10003652,15020.350000000002
10001125,146300
10001283,46916.95
20000300,NA
10000863,96727.69999999998
10003385,42126.649999999994
10000833,9363.599999999997
10003764,NA
10000831,9363.599999999997
10003614,345367.1500000001
10001135,79689.69999999998
10000627,23418.4
10006180,1281357.5000000005
10003069,31073.25
10001134,79689.69999999998
10003070,31073.25
10000887,5953.6
10000867,96727.69999999998
10001875,6088.9
10006199,8148.1500000000015
10000806,451258.29999999993
10000892,5953.6
10006193,23418.4
10006299,96727.69999999998
10001146,15093.349999999999
10000935,682.95
10006171,15093.349999999999
10001873,1405.3999999999996
10006944,1422.6
10001938,12319.400000000001
10002693,94578.7
10001382,84737.5
10000044,2315.8999999999996
10005303,4496.1
10003757,NA
10006196,103502.05
10005261,6766.9000000000005
10001238,NA
10001346,685.3999999999999
10006374,48147.69999999999
10006200,8148.1500000000015
10000006,8148.1500000000015
10006177,339.39999999999986
10006175,2207.95
10000100,877.0000000000001
10006178,339.39999999999986
10001165,1422.6
10001958,NA
10000004,802.3500000000001
10006152,1948.6500000000003
10000613,41499.95000000001
10003615,345367.1500000001
10000624,23418.4
10000141,24615.5
10005694,104463.95000000001
10000603,110834.65
10006173,38422.2
10006174,38422.2
10000257,10416.55
10000136,104463.95000000001
10003616,345367.1500000001
10004922,123153.75000000003
10006194,451258.29999999993
10006148,6731.050000000001
10001761,1566.2
10004008,27296.949999999997
10000830,9363.599999999997
10000832,9363.599999999997
10000581,1945.1
10005378,682.95
10000770,27296.949999999997
10000456,20332.800000000003
10000338,119488.99999999999
10003202,7680.6500000000005
10004595,20332.800000000003
10001633,19137.9
10001265,4340.3
10004241,110789.80000000002
10001320,25662.549999999996
10004921,123153.75000000003
10003017,5644.700000000001
10004923,123153.75000000003
10006195,18973.299999999996
10004023,7725.950000000001
10004019,24178.15
10004095,16207.599999999999
10004447,1338.8500000000001
10001520,24178.15
10002323,87781.90000000001
10004446,5716.6
10000679,174974.3
10001728,62272.00000000001
10003578,19303.549999999996
10001727,62272.00000000001
10000189,19379.800000000003
10000680,174974.3
10000550,32964.7
10006172,1067.65
10003066,31073.25
10006512,84737.5
10000712,2811.3499999999995
10003084,29290.499999999993
10001470,8147.550000000001
10000713,2811.3499999999995
10003067,31073.25
10001484,1067.65
10004732,111979.40000000002
10003116,36.45
10003229,32.1
10003075,59279.9
10003662,121.2
10000955,43908.600000000006
10004330,1350.5
10004331,1350.5
10001029,103502.05
10004089,43908.600000000006
10001337,234645.90000000002
10001941,748.7500000000001
10006197,16207.599999999999
10000968,16207.599999999999
10004659,8092.000000000001
10000956,43908.600000000006
10000659,409835.35000000003
10001678,2223.0499999999997
10006508,249123.69999999995
10000119,2404.35
10001940,748.7500000000001
10001459,103861.5
10000632,79498.49999999999
10002245,110834.65
10003330,11275.8
10000606,110834.65
10000994,90521.6
10002968,124120.59999999998
10002190,1004.3499999999999
10001375,5836.8499999999985
10002135,323.65
10011321,210974.55000000002
10002084,1540.6499999999999
10003826,55770.25
10004646,32964.7
10001387,172451.84999999998
10001366,33464.649999999994
10001342,752.95
10000273,150964.34999999998
10001357,206556.35
10001364,150964.34999999998
10003846,131125.9
10002287,102267.85
10000269,105470.55000000002
10000267,3446.8999999999996
10001361,115889.1
10003818,75.8
10003165,49813.54999999999
10003136,1690.4999999999998
10002908,29922.199999999997
10002964,33573.04999999999
10011319,754.7500000000002
10006211,25662.549999999996
10005784,210974.55000000002
10001324,73947.54999999999
10001322,35687.3
10001331,30035.65
10006549,221874.45
10001631,8434.849999999999
10001617,99080.45000000001
10001626,15934.05
10004043,168360.75
10001606,446496.1000000001
10002405,15934.05
10000942,42898.1
10001624,7800.050000000001
10001612,182668.55000000005
10001622,117502.65000000001
10001615,292149.15
10004065,8434.849999999999
10005849,57206.34999999999
10006558,58084.75
10001216,27589.850000000006
10003156,2348.1499999999996
10001204,1185.0499999999997
10000078,1984.85
10001199,15585.6
10001218,24615.5
10004248,24987.200000000004
10000070,239686.44999999998
10000085,236016.40000000002
10006523,24615.5
10001221,24615.5
10001197,15585.6
10006679,28792.999999999996
10000075,441291.15000000014
10006560,19137.9
10000076,1227.65
10006561,207661.5
10000088,452463.7499999999
10001619,99080.45000000001
10006381,321585
10000066,989493.1499999999
10000065,989493.1499999999
10000069,239686.44999999998
10000080,321585
10001821,9942.699999999997
10001906,193535.15
10001910,236016.40000000002
10001908,193535.15
10000062,11895.399999999998
10004244,8287.999999999996
10001816,2525.2
10001584,32887.65
10000144,28384.19999999999
10001954,7151.15
10004645,32964.7
10001974,103066.85000000002
10000165,7534.600000000001
10006298,4340.3
10005114,29154.75
10000163,7534.600000000001
10006238,9771.050000000003
10001585,32887.65
10000172,4340.3
10002913,30426.250000000007
10002914,30426.250000000007
10000135,1185.0499999999997
10003329,11275.8
10001210,29654.649999999998
10001241,NA
10000600,8831.75
10003542,56657.250000000015
10001718,56657.250000000015
10001989,46916.95
10000598,10312.45
10002860,46916.95
10001990,46916.95
10002249,41499.95000000001
10003758,NA
10001242,NA
10001232,NA
10000622,56779.75
10000595,2729.0499999999993
10006519,NA
10005113,29154.75
10006365,36.45
10001240,NA
10000330,119488.99999999999
10006386,NA
10001239,NA
10001235,NA
10001237,NA
10000510,36475.899999999994
10000618,210974.55000000002
10000542,32964.7
10001279,48021.45
10000370,2645.2000000000007
10000191,9153.65
10000365,9683.750000000002
10000327,1093.4
10006655,473571.99999999994
10001586,32887.65
10004255,2387.3999999999996
10003160,131866.05
10001804,80899.5
10003579,171011.4
10000577,1945.1
10001808,306783.80000000005
10002949,133104.9
10003793,6384.75
10006515,56170.95000000001
10006305,29922.199999999997
10006308,3181.0000000000005
10003175,102267.85
10000628,23418.4
10002247,110834.65
10000561,12347.350000000002
10000567,263876.55
10004264,7624.700000000003
10000573,5911.5
10000512,103861.5
10006321,4726.25
10002227,1945.1
10000587,34373.100000000006
10000593,13082.650000000001
10000578,1945.1
10000554,446501.79999999993
10003124,36413.5
10000089,452463.7499999999
10000569,18104.3
10000557,18563.199999999997
10000586,34373.100000000006
10001807,502533.05000000005
10000575,1945.1
10000588,34373.100000000006
10002945,139599.45000000004
10003227,252.25
10003196,7381.799999999999
10002230,34373.100000000006
10000375,7083.85
10006505,8092.000000000001
10000934,682.95
10000937,1567.4
10000540,1004.3499999999999
10002398,5321.75
10000564,8092.000000000001
10000761,12011.600000000002
10006304,7312.749999999998
10001820,24541.749999999993
10000933,8119.7
10000928,6141.85
10004018,24178.15
10000927,5321.75
10000939,1567.4
10000699,41670.25000000001
10000219,224762.59999999998
10001734,24258.949999999997
20000141,8119.7
10002262,41670.25000000001
20000142,6141.85
10003591,14185.45
10002397,NA
10000926,5321.75
10002226,1945.1
10000357,19881.749999999993
10001647,341150.14999999997
20000903,98561.54999999999
10000703,41670.25000000001
20000902,1649.1
10004608,74262.25
10000702,41670.25000000001
10000705,171414.95
10004625,52284.05
10002260,41670.25000000001
10003962,8831.75
10000351,9347.500000000002
10005219,41670.25000000001
10000429,17106.750000000004
10000706,621854.6
10000381,20795.75
10006206,22023.300000000003
10000418,6725.749999999999
10003585,25601.19999999999
10000444,10109.800000000003
10000419,6725.749999999999
10006207,22023.300000000003
10000394,13145.75
10001504,8168.900000000003
10000763,7381.799999999999
10002261,41670.25000000001
10004574,4508.35
10000701,41670.25000000001
10003140,37928.399999999994
10000494,138252.8
10000465,7765.950000000003
10000453,26178.249999999993
10000437,36253.54999999999
10000420,6725.749999999999
10000440,36253.54999999999
10003127,17025.4
10000473,114637.4
10000745,117930.05
10000744,42513.149999999994
10003141,37928.399999999994
10003128,17025.4
10002177,114637.4
10000757,129733.90000000001
10004576,1274.7000000000003
10000441,36253.54999999999
10000760,18810.95
10003210,230.15000000000006
10004557,9347.500000000002
10003132,12946.9
10003122,36413.5
10003189,1944.1999999999998
10002175,16371.099999999999
10004615,27077.90000000001
10004558,9347.500000000002
10000548,32964.7
10000337,119488.99999999999
10004628,113564.25
10007015,252.25
10000412,8497.2
10001450,22222.450000000004
10000481,27077.90000000001
10000334,119488.99999999999
10000377,7083.85
10000528,23198.25
10000392,7159.699999999999
10000347,29124.450000000004
10004627,113564.25
10000464,16371.099999999999
10006617,5338.65
10000495,52284.05
10003948,5437.85
10000531,20825.350000000002
10000547,32964.7
10004571,3641.8499999999985
10000435,36253.54999999999
10000333,119488.99999999999
10004649,32964.7
10001460,103861.5
10000478,7607.600000000002
10000448,10109.800000000003
10000246,107098.4
10000544,32964.7
10004461,6071.65
10003197,7381.799999999999
10003957,8583.400000000001
10003146,64360.600000000006
10004569,3641.8499999999985
10004476,982.1499999999999
10001454,16593.35
10004577,11543.900000000001
10000400,3641.8499999999985
10004591,11738.65
10003389,199189.15000000002
10000350,29124.450000000004
10001233,NA
10002244,110834.65
10000752,82987.95000000001
10001231,NA
10003761,NA
10006312,210974.55000000002
10006620,32.1
10002428,1998.5499999999997
10000182,103066.85000000002
10000369,2645.2000000000007
10000750,82987.95000000001
10006509,251689.10000000006
10001445,5437.85
10003950,5437.85
10000253,139599.45000000004
10000332,119488.99999999999
10003974,210974.55000000002
10006621,12011.600000000002
10003424,172671.60000000003
10002469,2223.0499999999997
10002233,41698.95
20000441,2729.0499999999993
20000440,5765.100000000001
20000460,1028.45
10005242,117930.05
10002294,32.1
20000480,10312.45
10002980,12711.5
10003213,472.5
10003958,10312.45
10003955,8583.400000000001
10006697,8583.400000000001
10000762,12011.600000000002
10002463,847.55
10003969,110834.65
10006377,29290.499999999993
10006219,178352.40000000005
10002184,87360.4
10002157,11543.900000000001
10000363,11530.649999999998
10000352,9347.500000000002
10004632,157231.09999999998
10004565,11008.999999999996
10000472,28558.650000000005
10004600,7765.950000000003
10006678,28792.999999999996
10000353,9347.500000000002
10004618,27077.90000000001
10004554,119488.99999999999
10000527,23198.25
10004564,20795.75
10006337,3641.8499999999985
10000399,3641.8499999999985
20000180,32964.7
10000072,10916.400000000001
10000485,27077.90000000001
10006534,27077.90000000001
10000515,103861.5
10000390,7159.699999999999
10004062,14731.900000000001
10004044,182668.55000000005
10006562,49685.84999999999
10006563,268212.85
10000424,22222.450000000004
10001860,491995.54999999993
10006387,41670.25000000001
10004053,99080.45000000001
10006170,47778.45
10006557,27187.350000000006
10001186,70113.2
10000077,1227.65
10003611,498409.60000000003
10006336,1004.3499999999999
10001177,66895.5
10000380,20795.75
10006837,4878.3499999999985
10006623,115157.10000000002
10001184,17802.4
10004655,32964.7
10002455,258.2
10001681,4613.300000000001
10006543,370649.54999999993
10006520,10451.7
10001679,1305.8999999999999
10002440,11939.75
10002460,34703.05
10002459,34703.05
10003639,3420.5499999999993
10000111,3377.8499999999995
10002493,1555.5500000000002
10006538,2645.2000000000007
10002470,2223.0499999999997
10003995,626.55
10002861,21156.25
10002472,2223.0499999999997
10002505,225488.60000000003
10007011,150528.45
10002923,4726.25
10005861,7800.050000000001
10003934,5431.199999999999
10002250,210974.55000000002
10005866,7800.050000000001
10005862,7800.050000000001
10002476,2223.0499999999997
10004070,268212.85
10004050,280059.79999999993
10002020,10196.900000000001
10006955,221874.45
10004475,982.1499999999999
10004598,16371.099999999999
10001078,446682.25
10002485,5057.200000000001
10002492,1555.5500000000002
10004515,10603.2
10001862,363148.94999999995
10001861,363148.94999999995
10001093,263586.8
10001871,239515.1
10001423,2011.95
10001852,352491.8999999999
10001863,340600.6
10001414,231.49999999999994
10002656,270124
10001432,38530.05
10004952,247909.85
10001914,4794.85
10001404,698.0999999999999
10001384,84737.5
10004032,NA
10001918,5105.299999999999
10001913,17481.95
10006565,99080.45000000001
10006546,NA
10001556,220521.5
10001557,10774.900000000003
10006667,2526.8499999999995
10003794,58603.05000000001
10004040,31399.5
10003775,12889.100000000002
10002362,NA
10000976,60687.80000000002
10001601,195234.35000000003
10003415,2024.35
10003795,58603.05000000001
10003392,124418.2
10006612,13594.050000000003
10003783,1851.4499999999996
10005130,7958.799999999999
10003603,528154.6
10006588,528154.6
10001725,41202.2
10006587,266015.6
10006589,893896.5
10006590,893896.5
10006592,525848.75
10006573,229670.65000000005
10001572,47281.3
10000981,124418.2
10000924,54463.75
10001596,21800.149999999994
10003255,39731.55
10001579,8748.2
10001592,47150.149999999994
10001589,31970.299999999992
10003310,49206.15
10001594,82287.75
10003289,11845
10003278,NA
10001591,1529.4
10003320,16905.950000000004
10003284,4091.1
10003256,39731.55
10005834,12689.650000000001
10006218,16407.15
10003247,59780.500000000015
10001581,16332.849999999999
10002640,4572.65
10001787,88458.04999999999
10004159,4037.7499999999995
10004157,18239.9
10004197,12661.250000000002
10001754,1600.75
10001027,272220.7
10001770,3379.6499999999996
10004184,66143.7
10000991,201583
10006583,19046.9
10003376,88651.04999999999
10003372,26332.550000000003
10006966,14055.899999999998
10006968,7269.85
10006969,225488.60000000003
10000092,5105.299999999999
10006987,132540.19999999998
10005949,265402.75
10006995,5057.200000000001
10006990,178352.40000000005
