FACILITYID,trafficProx
10003948,65.56095957107553
10000531,269.45424465773976
10000547,0
10004571,1089.7701920426084
10000435,95.6882860434252
10000333,0
10004649,1203.4924834061203
10001460,210.52890384077836
10000478,175.67695455018108
10000448,129.3378424778941
10000246,0
10000544,421.9729615904543
10004461,0
10003197,0
10003957,0
10003146,0
10004569,35.19505374447998
10004476,315.94767111770597
10001454,0
10004577,171.74375821349417
10000400,47.269214142220726
10004591,0
10003389,22.66221625044819
10000350,0
10001233,0
10002244,418.8173791368306
10000752,0
10001231,54.51246530294576
10003761,0
10006312,122.04534219688249
10006620,225.07610239262812
10002428,0
10000182,403.672129372491
10000369,0
10000750,0
10006509,0
10001445,0
10003950,384.9367598585623
10000253,0
10000332,0
10003974,0
10006621,0
10003424,22.604372710023487
10002469,2951.2455798028654
10002233,0
20000441,0
20000440,0
20000460,78.79678167747522
10005242,28.704933574810905
10002294,1269.0732458098953
20000480,0
10002980,0
10003213,10.825461434825217
10003958,0
10003955,0
10006697,0
10000762,0
10002463,34.297617723472854
10003969,0
10006377,965.1230733144341
10006219,127.29380160110354
10002184,0
10002157,102.39868249179821
10000363,49.12207514548334
10000352,0
10004632,0
10004565,0
10000472,0
10004600,0
10006678,611.2441156685218
10000353,0
10004618,0
10004554,0
10000527,514.2262145825434
10004564,0
10006337,0
10000399,0
20000180,1192.1470150971088
10000072,0
10000485,273.8859627160731
10006534,0
10000515,213.919414028708
10000390,0
10004062,0
10004044,0
10006562,0
10006563,225.85123601405922
10000424,0
10001860,1296.2533348631391
10006387,725.9028258295053
10004053,13.322153360141295
10006170,0
10006557,10.6526300470223
10001186,180.0550777971711
10000077,0
10003611,19.907841099740118
10006336,241.53285052689438
10001177,1877.7360157257356
10000380,0
10006837,1193.3580064071632
10006623,50.97148172880276
10001184,24.465511165275256
10004655,0
10002455,0
10001681,0
10006543,0
10006520,95.12740549992687
10001679,0
10002440,775.6638460998447
10002460,5969.532388014119
10002459,1418.4467763238345
10003639,700.5693924268782
10000111,0
10002493,10.149184309747568
10006538,0
10002470,1324.255066305521
10003995,57.48219209459522
10002861,135.83954558018192
10002472,3079.1875282927354
10002505,186.9181212483506
10007011,27.485564943023693
10002923,1129.7593517471041
10005861,0
10003934,0
10002250,0
10005866,0
10005862,0
10002476,0
10004070,75.4398337776435
10004050,11.16845728720819
10002020,0
10006955,85.3366495680755
10004475,315.6996030369488
10004598,1615.0595650309394
10001078,492.13864081711426
10002485,0
10002492,0
10004515,0
10001862,0
10001861,37.636440293773596
10001093,512.4656937266363
10001871,115.27818238219017
10001423,158.413066022161
10001852,80.21815627484983
10001863,47.347504508187434
10001414,107.76083812027083
10002656,235.72301395175995
10001432,0
10004952,267.50480881383214
10001914,831.8439935991414
10001404,0
10001384,0
10004032,961.5688489134269
10001918,7.86919478634316
10001913,0
10006565,42.13721087919072
10006546,6284.939912849528
10001556,0
10001557,0
10006667,131.9831495537186
10003794,0
10004040,0
10003775,0
