FACILITYID,trafficProx
10003076,0
10005124,0
10000264,0
10004592,0
10004593,0
10003978,0
10006179,0
10001214,0
10001223,0
10000149,0
10001957,0
10000132,0
10000140,0
10000142,0
10000278,0
10001226,0
10004622,0
10003698,0
10000139,0
10000129,0
10000864,0
10006334,0
10001191,0
10003721,0
10001209,0
10003710,0
10003728,0
10006241,0
10000146,0
10000143,0
10000150,0
10001222,0
10000124,0
10000127,0
10000355,0
10003732,0
10006524,0
10001345,0
10003736,0
10001180,0
10000079,0
10001185,0
10001183,0
10003083,0
10004339,0
10003712,0
10001582,0
10001182,0
10003307,0
10006522,0
10001173,0
10000083,0
10003308,0
10006529,0
10001187,0
10001172,0
10001175,0
10004335,0
10006525,0
10001909,0
10001178,0
10000262,0
10006526,0
10000621,0
10000087,0
10000081,0
10001578,0
10000439,0
10000090,0
10001318,0
10006528,0
10000941,0
10002066,0
10000043,0
10001330,0
10002117,0
10002248,0
10001090,0
10001099,0
10000605,0
10001080,0
10005863,0
10001096,0
10002246,0
10004633,0
10002105,0
10006311,0
10006544,0
10001853,0
10001949,0
10001869,0
10000576,0
10002228,0
10001745,0
10001181,0
10002204,0
10000683,0
10002217,0
10000572,0
20000220,0
10000682,0
10000685,0
10000676,0
10000662,0
10000644,0
10002401,0
10002399,0
10006633,0
10000660,0
10002400,0
10005380,0
10000652,0
10000678,0
10000695,0
10004734,0
10000665,0
10002395,0
10002258,0
10000677,0
10000669,0
10002396,0
10000646,0
10000674,0
10000688,0
10002259,0
10000720,0
10000672,0
10000708,0
10006352,0
10000707,0
10000664,0
10000336,0
10000673,0
10000771,0
10002153,0
10000422,0
10004712,0
10000693,0
10000368,0
10000339,0
10001065,0
10004575,0
10004555,0
10004920,0
10000395,0
10001054,0
10001060,0
10000396,0
10001075,0
10001071,0
10000585,0
10000432,0
10001059,0
10003012,0
10006309,0
10001073,0
10003002,0
10000560,0
10002997,0
10003006,0
10002192,0
10000562,0
10002210,0
10004913,0
10000261,0
10002843,0
10000385,0
10001063,0
10000414,0
10005258,0
10001052,0
10002991,0
10000428,0
10000260,0
10000384,0
10000871,0
10000949,0
10000430,0
10000329,0
10004747,0
10001045,0
10006290,0
10004094,0
10001907,0
10005933,0
10002187,0
10003000,0
10000546,0
10005599,0
10000259,0
10000467,0
10006613,0
10000691,0
10003008,0
10000460,0
10000504,0
10000658,0
10006167,0
20000240,0
10005267,0
10000633,0
10005319,0
10005362,0
10000308,0
10001041,0
10000840,0
10005275,0
10000642,0
10004852,0
10004527,0
10000653,0
10000545,0
10004812,0
10003928,0
10001030,0
10001028,0
10001162,0
10002488,0
10000874,0
10000689,0
10006350,0
10002121,0
10001033,0
10006209,0
10000671,0
10001050,0
10002102,0
10004505,0
10000655,0
10000319,0
10004616,0
10001605,0
10001972,0
10000084,0
10003678,0
10006326,0
10006327,0
10006596,0
10003647,0
10000503,0
10000361,0
10000518,0
10004312,0
10000403,0
10000382,0
10006210,0
10000647,0
10000667,0
10000457,0
10006597,0
10000455,0
10000687,0
10000635,0
10006389,0
10004667,0
10006351,0
10000641,0
10000657,0
10004677,0
10005054,0
10000263,0
10001325,0
10001319,0
10001333,0
10001062,0
10004176,0
10001067,0
10001236,0
10003680,0
10001944,0
10000316,0
10006749,0
10000320,0
10000325,0
10006339,0
10002138,0
10006154,0
10002144,0
10003880,0
10004497,0
10001415,0
10006453,0
10006322,0
10001759,0
10000309,0
10002147,0
10000307,0
10000328,0
10004216,0
10004177,0
10004487,0
10002139,0
10000116,0
10000120,0
10002118,0
10000293,0
10001424,0
10004551,0
10005188,0
10000302,0
10002136,0
10006344,0
10003650,0
10006345,0
10001801,0
10000117,0
10001411,0
10004534,0
10001095,0
10001426,0
10000103,0
10004500,0
10005191,0
10001788,0
10000636,0
10004173,0
10004183,0
10001747,0
10001753,0
10000638,0
10000128,0
10003694,0
10003691,0
10001793,0
10003692,0
10000948,0
10001777,0
10006582,0
10000126,0
10003690,0
10000442,0
10000972,0
10001021,0
10004619,0
10000471,0
10004174,0
10000967,0
10000960,0
10002416,0
10000971,0
10000963,0
20000261,0
20000262,0
10002165,0
10004657,0
20000260,0
10002097,0
10002206,0
10006564,0
10000449,0
10002096,0
10002600,0
10001632,0
10002560,0
10001609,0
10004068,0
10001630,0
10005841,0
10001608,0
10005864,0
10005865,0
10006556,0
10004060,0
10004185,0
10005867,0
10005848,0
10001768,0
10006216,0
10011326,0
10000954,0
10001815,0
10004259,0
10000508,0
10004260,0
10006567,0
10005263,0
10006568,0
10004651,0
10000388,0
10001751,0
10002174,0
10006348,0
10003864,0
10003861,0
10000459,0
10004614,0
10000498,0
10004204,0
10004444,0
10002101,0
10006535,0
10001393,0
10004451,0
10000282,0
10000374,0
10000281,0
10002182,0
10002098,0
10000480,0
10004611,0
10002178,0
10004188,0
10004567,0
10006383,0
10006324,0
10001401,0
10004449,0
10001022,0
10004612,0
10001392,0
10001396,0
10001547,0
20000263,0
10000252,0
10001546,0
10002510,0
20000264,0
10002359,0
10001560,0
10006536,0
10004656,0
10000772,0
10006537,0
10001616,0
10006380,0
10000990,0
10003592,0
10003572,0
10003047,0
10001697,0
10002579,0
10000122,0
10004034,0
10002556,0
20000280,0
10000101,0
10001170,0
10000109,0
10006315,0
10000112,0
10000115,0
10003645,0
10000980,0
10000110,0
10003638,0
10000121,0
10003651,0
10000106,0
10006314,0
10000107,0
10000102,0
10004327,0
10000017,0
10002301,0
10000737,0
10001044,0
10005222,0
10001043,0
10001145,0
10001830,0
10001034,0
10001031,0
10001729,0
10001832,0
10000463,0
10001048,0
10001544,0
10001732,0
10001733,0
10003121,0
10004015,0
10000814,0
10003077,0
10003082,0
10001133,0
10001150,0
10002688,0
10002347,0
10002348,0
10001458,0
10004606,0
10000519,0
10002629,0
10001722,0
10002361,0
10001652,0
10001519,0
10001566,0
10006310,0
10005361,0
10006205,0
10003580,0
10000461,0
10003584,0
10002689,0
10003387,0
10001143,0
10000244,0
10000237,0
10000211,0
10001163,0
10002692,0
10001811,0
10006201,0
10002330,0
10003598,0
10001812,0
10001435,0
10000118,0
10006198,0
10003135,0
10001301,0
10003068,0
10002800,0
10003652,0
10001125,0
10001283,0
20000300,0
10000863,0
10003385,0
10000833,0
10003764,0
10000831,0
10003614,0
10001135,0
10000627,0
10006180,0
10003069,0
10001134,0
10003070,0
10000887,0
10000867,0
10001875,0
10006199,0
10000806,0
10000892,0
10006193,0
10006299,0
10001146,0
10000935,0
10006171,0
10001873,0
10006944,0
10001938,0
10002693,0
10001382,0
10000044,0
10005303,0
10003757,0
10006196,0
10005261,0
10001238,0
10001346,0
10006374,0
10006200,0
10000006,0
10006177,0
10006175,0
10000100,0
10006178,0
10001165,0
10001958,0
10000004,0
10006152,0
10000613,0
10003615,0
10000624,0
10000141,0
10005694,0
10000603,0
10006173,0
10006174,0
10000257,0
10000136,0
10003616,0
10004922,0
10006194,0
10006148,0
10001761,0
10004008,0
10000830,0
10000832,0
10000581,0
10005378,0
10000770,0
10000456,0
10000338,0
10003202,0
10004595,0
10001633,0
10001265,0
10004241,0
10001320,0
10004921,0
10003017,0
10004923,0
10006195,0
10004023,0
10004019,0
10004095,0
10004447,0
10001520,0
10002323,0
10004446,0
10000679,0
10001728,0
10003578,0
10001727,0
10000189,0
10000680,0
10000550,0
10006172,0
10003066,0
10006512,0
10000712,0
10003084,0
10001470,0
10000713,0
10003067,0
10001484,0
10004732,0
10003116,0
10003229,0
10003075,0
10003662,0
10000955,0
10004330,0
10004331,0
10001029,0
10004089,0
10001337,0
10001941,0
10006197,0
10000968,0
10004659,0
10000956,0
10000659,0
10001678,0
10006508,0
10000119,0
10001940,0
10001459,0
10000632,0
10002245,0
10003330,0
10000606,0
10000994,0
10002968,0
10002190,0
10001375,0
10002135,0
10011321,0
10002084,0
10003826,0
10004646,0
10001387,0
10001366,0
10001342,0
10000273,0
10001357,0
10001364,0
10003846,0
10002287,0
10000269,0
10000267,0
10001361,0
10003818,0
10003165,0
10003136,0
10002908,0
10002964,0
10011319,0
10006211,0
10005784,0
10001324,0
10001322,0
10001331,0
10006549,0
10001631,0
10001617,0
10001626,0
10004043,0
10001606,0
10002405,0
10000942,0
10001624,0
10001612,0
10001622,0
10001615,0
10004065,0
10005849,0
10006558,0
10001216,0
10003156,0
10001204,0
10000078,0
10001199,0
10001218,0
10004248,0
10000070,0
10000085,0
10006523,0
10001221,0
10001197,0
10006679,0
10000075,0
10006560,0
10000076,0
10006561,0
10000088,0
10001619,0
10006381,0
10000066,0
10000065,0
10000069,0
10000080,0
10001821,0
10001906,0
10001910,0
10001908,0
10000062,0
10004244,0
10001816,0
10001584,0
10000144,0
10001954,0
10004645,0
10001974,0
10000165,0
10006298,0
10005114,0
10000163,0
10006238,0
10001585,0
10000172,0
10002913,0
10002914,0
10000135,0
10003329,0
10001210,0
10001241,0
10000600,0
10003542,0
10001718,0
10001989,0
10000598,0
10002860,0
10001990,0
10002249,0
10003758,0
10001242,0
10001232,0
10000622,0
10000595,0
10006519,0
10005113,0
10006365,0
10001240,0
10000330,0
10006386,0
10001239,0
10001235,0
10001237,0
10000510,0
10000618,0
10000542,0
10001279,0
10000370,0
10000191,0
10000365,0
10000327,0
10006655,0
10001586,0
10004255,0
10003160,0
10001804,0
10003579,0
10000577,0
10001808,0
10002949,0
10003793,0
10006515,0
10006305,0
10006308,0
10003175,0
10000628,0
10002247,0
10000561,0
10000567,0
10004264,0
10000573,0
10000512,0
10006321,0
10002227,0
10000587,0
10000593,0
10000578,0
10000554,0
10003124,0
10000089,0
10000569,0
10000557,0
10000586,0
10001807,0
10000575,0
10000588,0
10002945,0
10003227,0
10003196,0
10002230,0
10000375,0
10006505,0
10000934,0
10000937,0
10000540,0
10002398,0
10000564,0
10000761,0
10006304,0
10001820,0
10000933,0
10000928,0
10004018,0
10000927,0
10000939,0
10000699,0
10000219,0
10001734,0
20000141,0
10002262,0
20000142,0
10003591,0
10002397,0
10000926,0
10002226,0
10000357,0
10001647,0
20000903,0
10000703,0
20000902,0
10004608,0
10000702,0
10000705,0
10004625,0
10002260,0
10003962,0
10000351,0
10005219,0
10000429,0
10000706,0
10000381,0
10006206,0
10000418,0
10003585,0
10000444,0
10000419,0
10006207,0
10000394,0
10001504,0
10000763,0
10002261,0
10004574,0
10000701,0
10003140,0
10000494,0
10000465,0
10000453,0
10000437,0
10000420,0
10000440,0
10003127,0
10000473,0
10000745,0
10000744,0
10003141,0
10003128,0
10002177,0
10000757,0
10004576,0
10000441,0
10000760,0
10003210,0
10004557,0
10003132,0
10003122,0
10003189,0
10002175,0
10004615,0
10004558,0
10000548,0
10000337,0
10004628,0
10007015,0
10000412,0
10001450,0
10000481,0
10000334,0
10000377,0
10000528,0
10000392,0
10000347,0
10004627,0
10000464,0
10006617,0
10000495,0
10003948,0
10000531,0
10000547,0
10004571,0
10000435,0
10000333,0
10004649,0
10001460,0
10000478,0
10000448,0
10000246,0
10000544,0
10004461,0
10003197,0
10003957,0
10003146,0
10004569,0
10004476,0
10001454,0
10004577,0
10000400,0
10004591,0
10003389,0
10000350,0
10001233,0
10002244,0
10000752,0
10001231,0
10003761,0
10006312,0
10006620,0
10002428,0
10000182,0
10000369,0
10000750,0
10006509,0
10001445,0
10003950,0
10000253,0
10000332,0
10003974,0
10006621,0
10003424,0
10002469,0
10002233,0
20000441,0
20000440,0
20000460,0
10005242,0
10002294,0
20000480,0
10002980,0
10003213,0
10003958,0
10003955,0
10006697,0
10000762,0
10002463,0
10003969,0
10006377,0
10006219,0
10002184,0
10002157,0
10000363,0
10000352,0
10004632,0
10004565,0
10000472,0
10004600,0
10006678,0
10000353,0
10004618,0
10004554,0
10000527,0
10004564,0
10006337,0
10000399,0
20000180,0
10000072,0
10000485,0
10006534,0
10000515,0
10000390,0
10004062,0
10004044,0
10006562,0
10006563,0
10000424,0
10001860,0
10006387,0
10004053,0
10006170,0
10006557,0
10001186,0
10000077,0
10003611,0
10006336,0
10001177,0
10000380,0
10006837,0
10006623,0
10001184,0
10004655,0
10002455,0
10001681,0
10006543,0
10006520,0
10001679,0
10002440,0
10002460,0
10002459,0
10003639,0
10000111,0
10002493,0
10006538,0
10002470,0
10003995,0
10002861,0
10002472,0
10002505,0
10007011,0
10002923,0
10005861,0
10003934,0
10002250,0
10005866,0
10005862,0
10002476,0
10004070,0
10004050,0
10002020,0
10006955,0
10004475,0
10004598,0
10001078,0
10002485,0
10002492,0
10004515,0
10001862,0
10001861,0
10001093,0
10001871,0
10001423,0
10001852,0
10001863,0
10001414,0
10002656,0
10001432,0
10004952,0
10001914,0
10001404,0
10001384,0
10004032,0
10001918,0
10001913,0
10006565,0
10006546,0
10001556,0
10001557,0
10006667,0
10003794,0
10004040,0
10003775,0
10002362,0
10000976,0
10001601,0
10003415,0
10003795,0
10003392,0
10006612,0
10003783,0
10005130,0
10003603,0
10006588,0
10001725,0
10006587,0
10006589,0
10006590,0
10006592,0
10006573,0
10001572,0
10000981,0
10000924,0
10001596,0
10003255,0
10001579,0
10001592,0
10001589,0
10003310,0
10001594,0
10003289,0
10003278,0
10001591,0
10003320,0
10003284,0
10003256,0
10005834,0
10006218,0
10003247,0
10001581,0
10002640,0
10001787,0
10004159,0
10004157,0
10004197,0
10001754,0
10001027,0
10001770,0
10004184,0
10000991,0
10006583,0
10003376,0
10003372,0
10006966,0
10006968,0
10006969,0
10000092,0
10006987,0
10005949,0
10006995,0
10006990,0
10007019,0
10006994,0
10003383,0
10006997,0
10006669,0
10000999,0
10001007,0
10002605,0
10002564,0
10000993,0
10001004,0
10001005,0
10002608,0
10002537,0
10002591,0
10006624,0
10003425,0
10006384,0
10003331,0
10006605,0
10006606,0
10003262,0
10001583,0
10000984,0
10003342,0
10003348,0
10003413,0
10003370,0
10000826,0
10002345,0
10000852,0
10001293,0
10000824,0
10000992,0
10001003,0
10002431,0
10000825,0
10003350,0
10003362,0
10003432,0
10002570,0
10003414,0
10003434,0
10003377,0
10000801,0
10003369,0
10003356,0
10006185,0
10002346,0
10003390,0
10003354,0
10003411,0
10003381,0
10003419,0
10002571,0
10002522,0
10002517,0
10001002,0
10003365,0
10000988,0
10002607,0
10001000,0
10006671,0
10003445,0
10003378,0
10000869,0
10002309,0
10000822,0
10000810,0
10000802,0
10005251,0
10000858,0
10006530,0
10000982,0
10003397,0
10005248,0
10003357,0
10000904,0
10005252,0
10005290,0
10000905,0
10002432,0
10003433,0
10005305,0
10002310,0
10000878,0
10000855,0
10006204,0
10000789,0
10000774,0
10005328,0
10000901,0
10005264,0
10006186,0
10000793,0
10000050,0
10005324,0
10000014,0
10000010,0
10003367,0
10000013,0
10005256,0
10000877,0
10003209,0
10006615,0
10000983,0
10003349,0
10000196,0
10001489,0
10001931,0
10003444,0
10005283,0
10000037,0
10000002,0
10006191,0
10000042,0
10006674,0
10001102,0
10001106,0
10006192,0
10006673,0
10000033,0
10000028,0
10003595,0
10000799,0
10001731,0
10000057,0
10005642,0
10001739,0
10004126,0
10006595,0
10001738,0
10001742,0
10004137,0
10004138,0
10004140,0
10006594,0
10001977,0
10005273,0
10000780,0
10002344,0
10001158,0
10000220,0
10006300,0
10006575,0
10006574,0
10003625,0
10006572,0
10001155,0
10000782,0
10003629,0
10001154,0
10006578,0
10006571,0
10003628,0
10006581,0
10001766,0
10001798,0
10004194,0
10002633,0
10001709,0
10001014,0
10003538,0
10001711,0
10003492,0
10006664,0
10001015,0
10001717,0
10001978,0
10000190,0
10001969,0
10001984,0
10000154,0
10000174,0
10000197,0
10002726,0
10002905,0
10002920,0
10000185,0
10003253,0
10000215,0
10000198,0
10002784,0
10002822,0
10000206,0
10002714,0
10001597,0
10002916,0
10002857,0
10002928,0
10002835,0
10002827,0
10002791,0
10000216,0
10002799,0
10000209,0
10000210,0
10002755,0
10000234,0
10002886,0
10001274,0
10000238,0
10000194,0
10001966,0
10000161,0
10002838,0
10000203,0
10002828,0
10000152,0
10002844,0
10002858,0
10000248,0
10002729,0
10000208,0
10002725,0
10002876,0
10002758,0
10002900,0
10000156,0
10000199,0
10000175,0
10000229,0
10002802,0
10002940,0
10002731,0
10002792,0
10000245,0
10001735,0
10001017,0
10003590,0
10001730,0
10003565,0
10003568,0
10003571,0
10001016,0
10000095,0
10001306,0
10000094,0
10003583,0
10002971,0
10005749,0
10002955,0
10001310,0
10001298,0
10002958,0
10001295,0
10001294,0
10006363,0
10002986,0
10003048,0
10000709,0
10001302,0
10003074,0
10000733,0
10003107,0
10003056,0
10003054,0
10001008,0
10003117,0
10000719,0
10003062,0
10003064,0
10003109,0
10000718,0
10000721,0
10005227,0
10006641,0
10003106,0
10006644,0
10003087,0
10001001,0
10002558,0
10003553,0
10000098,0
10003556,0
10001138,0
10003558,0
10001141,0
10001147,0
10001132,0
10002671,0
10001921,0
10002687,0
10001142,0
10002697,0
10001922,0
10002685,0
10002676,0
10001129,0
10002691,0
10001128,0
10006651,0
10001123,0
10001121,0
10001118,0
10006652,0
10001120,0
10006388,0
10006649,0
10003363,0
10000979,0
10003405,0
10001708,0
10001720,0
10003507,0
10001530,0
10003505,0
10001716,0
10003515,0
10003496,0
10001713,0
10000836,0
10000850,0
10000851,0
10000817,0
10002341,0
10000249,0
10000785,0
10003260,0
10000786,0
10000857,0
10005282,0
10006347,0
10002322,0
10000811,0
10002353,0
10002349,0
10000790,0
10000847,0
10006217,0
10002340,0
10001023,0
10001786,0
10006147,0
10000879,0
10006958,0
10000059,0
10000841,0
10005299,0
10006532,0
10001522,0
10000784,0
10000856,0
10006531,0
10000902,0
10005253,0
10000838,0
10000844,0
10006184,0
10001933,0
10000861,0
10003626,0
10003624,0
10000821,0
10006576,0
10004210,0
10001775,0
10001161,0
10005272,0
10001025,0
10004165,0
10004193,0
10001752,0
10001156,0
10001778,0
10004226,0
10004190,0
10001771,0
10006580,0
10001776,0
10004170,0
10001763,0
10001749,0
10002638,0
10001750,0
10001769,0
10004213,0
10001784,0
10001782,0
10004181,0
10006584,0
10001802,0
10001799,0
10004146,0
10003601,0
10004153,0
10006586,0
10003607,0
10003602,0
10004219,0
10006591,0
10004215,0
10006593,0
10004125,0
10004134,0
10001794,0
10004139,0
10006585,0
10004118,0
10004127,0
10001743,0
20000021,0
10001790,0
10003769,0
10004122,0
10002995,0
10001249,0
10002996,0
10001246,0
10001737,0
10003005,0
10001244,0
10001960,0
10003799,0
10003004,0
20000020,0
10003131,0
10002290,0
20000040,0
10003192,0
10002281,0
10003195,0
10002988,0
10002987,0
10006614,0
10003166,0
10003134,0
10003188,0
10003198,0
10002998,0
10003145,0
10001496,0
10003423,0
10003200,0
10000756,0
10003233,0
10000754,0
10003208,0
10003130,0
10006616,0
10003398,0
10003201,0
10000986,0
10000751,0
10000746,0
10000759,0
10005985,0
10006618,0
10003147,0
10003374,0
10003566,0
10003152,0
10006960,0
10002630,0
10002436,0
10006638,0
10002957,0
10003149,0
10003144,0
10003204,0
10003125,0
10000765,0
10002956,0
10000728,0
10005750,0
10006622,0
10003073,0
10006379,0
10001297,0
10000729,0
10001492,0
10006373,0
10006378,0
10006642,0
10006375,0
10003561,0
10003554,0
10001303,0
10003557,0
10006364,0
10006640,0
10006376,0
10001721,0
10001928,0
10002670,0
10006639,0
10001925,0
10003052,0
10002668,0
10001137,0
10006654,0
10002658,0
10006653,0
10006648,0
10006662,0
10001275,0
10000176,0
10001926,0
10006656,0
10002716,0
10000225,0
10000247,0
10006650,0
10001927,0
10000243,0
10002657,0
10001919,0
10000151,0
10001126,0
10002893,0
10000228,0
10000212,0
10000178,0
10002917,0
10000157,0
10002862,0
10000242,0
10002759,0
10000200,0
10000155,0
10000204,0
10000183,0
10000213,0
10000241,0
10002885,0
10000180,0
10002845,0
10000224,0
10000251,0
10002817,0
10002713,0
10000195,0
10000223,0
10002897,0
10001286,0
10002723,0
10002803,0
10001979,0
10003468,0
10001706,0
10003546,0
10006657,0
10002617,0
10006660,0
10003464,0
10002377,0
10001705,0
10003479,0
10006971,0
10000923,0
10003465,0
10003324,0
10003268,0
10001598,0
10003327,0
10001603,0
10003316,0
10001590,0
10003475,0
10003483,0
10001573,0
10001575,0
10006672,0
10006670,0
10003460,0
10001588,0
10007016,0
10003333,0
10001116,0
10003282,0
10001676,0
10006666,0
10001684,0
10001677,0
10006992,0
10002506,0
10000987,0
10002479,0
10001690,0
10002491,0
10001687,0
10005990,0
10006668,0
10001696,0
10002613,0
10000998,0
10002380,0
10002497,0
10001009,0
10002606,0
10000995,0
10002531,0
10002589,0
10002569,0
10002568,0
10006146,0
10000041,0
10001108,0
10000053,0
10002471,0
10000055,0
10006189,0
10000056,0
10000025,0
10001879,0
10003787,0
10002425,0
10003781,0
10005640,0
10005978,0
10006349,0
10003774,0
10003773,0
10003352,0
10006611,0
10006610,0
10003412,0
10003996,0
10006603,0
10004002,0
10004017,0
10004004,0
10004006,0
10003993,0
10004007,0
10001516,0
10001515,0
10006602,0
10001512,0
10001518,0
10004005,0
10006598,0
10006600,0
10004003,0
10003990,0
10006601,0
10002305,0
10006604,0
10006608,0
10006607,0
10002300,0
10006609,0
10006599,0
10002298,0
