object_id,avg_pm25
1,9.560000228881837
2,19.074999809265137
3,6.366666793823242
4,6.3416666984558105
5,6.491666674613953
6,11.59166669845581
7,11.749999761581421
8,8.991666793823242
9,7.599999904632568
10,9.483333110809326
11,8.200000166893005
12,23.34666633605957
13,9.553333282470703
14,11.13333339691162
15,10.833333492279053
16,10.800000190734863
17,9.183333396911621
18,10.916666507720947
19,11.141666650772095
20,9.383333206176758
21,10.013333129882813
22,9.358333110809326
23,12.946666526794434
24,9.872222105662027
25,9.808333158493042
26,9.716666460037231
27,11.4333336353302
28,6.583333253860474
29,8.472222010294596
30,9.100000143051147
31,9.291666746139526
32,9.11333351135254
33,9.233333349227905
34,9.641666650772095
35,7.008333325386047
36,9.958333492279053
37,9.791666507720947
38,10.113333320617675
39,9.1
40,9.566666603088379
41,9.220000267028809
42,9.158333539962769
43,9.758333444595337
44,9.624999761581421
45,9.533333539962769
46,9.786666679382325
47,9.674999952316284
48,9.21666669845581
49,9.316666603088379
50,9.699999809265137
51,12.78333330154419
52,9.133333444595337
53,9.483333349227905
54,8.791666746139526
55,9.879999923706055
56,10.833333492279053
57,11.791666507720947
58,14.772222201029459
59,15.1916663646698
60,12.608333349227905
61,9.120000076293945
62,12.246666717529298
63,9.950000047683716
64,9.879999923706055
65,9.919999885559083
66,7.6916667222976685
67,7.875
68,8.099999904632568
69,11.483333349227905
70,8.758333444595337
71,12.724999904632568
72,9.61333351135254
73,8.78666648864746
74,12.566666412353516
75,12.025000095367432
76,12.516666412353516
77,8.791666507720947
78,11.899999856948853
79,8.919999885559083
80,12.173333358764648
81,11.8166663646698
82,12.083333492279053
83,10.516666412353516
84,9.69333324432373
85,12.622222264607748
86,9.61333351135254
87,12.566666841506958
88,8.4416663646698
89,7.8166667222976685
90,9.626666831970216
91,9.458333253860474
92,9.649999856948853
93,9.979999923706055
94,10.225000143051147
95,9.400000190734863
96,9.641666650772095
97,9.13333339691162
98,6.908333420753479
99,6.8666666348775225
100,6.622222264607747
101,7.1000001430511475
102,7.2833335399627686
103,7.255555470784505
104,6.586666584014893
105,8.683333396911621
106,8.353333282470704
107,8.34000015258789
108,8.199999809265137
109,5.983333349227905
110,8.941666841506958
111,7.539999961853027
112,6.975000023841858
113,7.640000057220459
114,8.00666675567627
115,7.3416666984558105
116,7.425000071525574
117,6.566666603088379
118,8.100000143051147
119,7.491666674613953
120,6.8750001192092896
121,7.6250001192092896
122,8.200000047683716
123,7.050000071525574
124,7.8083332777023315
125,6.646666622161865
126,7.508333325386047
127,9.259999847412109
128,8.5
129,6.677777608235677
130,6.626666641235351
131,8.15833330154419
132,8.15833330154419
133,10.724999904632568
134,8.991666793823242
135,10.640000152587891
136,9.100000381469727
137,8.075000166893005
138,6.683333396911621
139,8.766666889190674
140,10.058333396911621
141,8.520000076293945
142,9.15833330154419
143,7.3199999809265135
144,6.3222222328186035
145,7.344444592793782
146,7.422222296396892
147,8.799999952316284
148,8.308333396911621
149,7.758333206176758
150,7.766666571299235
151,6.891666769981384
152,6.975000023841858
153,7.583333253860474
154,6.4066667556762695
155,6.799999872843425
156,7.506666469573974
157,8.539999961853027
158,8.160000133514405
159,6.833333373069763
160,7.3750001192092896
161,7.300000071525574
162,7.855555693308513
163,7.883333444595337
164,8.00000011920929
165,7.060000038146972
166,8.08000020980835
167,8.239999771118164
168,8.383333206176758
169,8.483333349227905
170,8.308333396911621
171,8.525000095367432
172,7.433333396911621
173,6.9866667747497555
174,8.53333330154419
175,8.275000095367432
176,8.375
177,7.5
178,8.825000047683716
179,8.633333444595337
180,8.633333444595337
181,8.825000047683716
182,8.883333365122477
183,9.2
184,9.024999856948853
185,8.533333778381348
186,8.383333206176758
187,9.09166669845581
188,8.566666841506958
189,9.125
190,8.650000095367432
191,8.811111132303873
192,9.100000143051147
193,8.883333444595337
194,8.906666946411132
195,9.00666675567627
196,8.941666603088379
197,9.083333253860474
198,6.626666641235351
199,8.855555534362793
200,8.333333333333334
201,7.5333331823349
202,8.911110877990723
203,7.449999928474426
204,7.6833332777023315
205,8.858333349227905
206,8.71666669845581
207,8.041666507720947
208,8.574999809265137
209,8.525000095367432
210,8.15833330154419
211,8.525000095367432
212,8.325000047683716
213,8.091666579246521
214,6.691666603088379
215,8.626666831970216
216,8.180000114440919
217,8.122222185134888
218,8.733333349227905
219,6.955555518468221
220,8.800000190734863
221,8.550000190734863
222,8.549999952316284
223,8.575000047683716
224,8.533333539962769
225,8.533333539962769
226,8.240000152587891
227,8.620000076293945
228,8.53333330154419
229,8.441666841506958
230,8.683333396911621
231,8.741666793823242
232,8.924999952316284
233,8.25
234,7.141666769981384
235,7.141666769981384
236,7.9750001430511475
237,7.088888804117839
238,8.816666841506958
239,8.808333396911621
240,8.208333492279053
241,7.6583333015441895
242,7.266666889190674
243,7.208333492279053
244,7.911111195882161
245,8.813333320617676
246,8.633333444595337
247,7.983333349227905
248,7.811111132303874
249,8.779999923706054
250,8.250000238418579
251,7.166666507720947
252,7.575000047683716
253,8.516666650772095
254,8.753333473205567
255,7.274999976158142
256,7.3166667222976685
257,7.699999809265137
258,8.753333282470702
259,8.666666507720947
260,9.308333158493042
261,8.688889185587565
262,8.174999952316284
263,8.799999952316284
264,8.799999952316284
265,8.8
266,8.53333339691162
267,9.233333015441895
268,9.153333282470703
269,8.766666793823243
270,7.7866668701171875
271,7.175000071525574
272,8.541666507720947
273,9.224999904632568
274,8.166666507720947
275,8.666666507720947
276,8.733333349227905
277,8.625
278,9.22499966621399
279,8.641666650772095
280,9.90833330154419
281,9.525000095367432
282,9.400000095367432
283,8.258333444595337
284,9.160000038146972
285,8.225000143051147
286,7.7166668176651
287,7.991666555404663
288,9.125000238418579
289,8.333333253860474
290,8.220000267028809
291,8.766666650772095
292,7.794444561004639
293,7.47777779897054
294,8.108333110809326
295,8.600000063578287
296,9.358333587646484
297,8.0583336353302
298,9.060000038146972
299,8.674999952316284
300,8.883333444595337
301,9.088888804117838
302,9.125
303,9.125
304,9.308333396911621
305,9.293333435058594
306,9.075000047683716
307,8.941666841506958
308,9.266666650772095
309,9.125
310,9.133332888285318
311,9.03333339691162
312,9.125000238418579
313,9.083333492279053
314,9
315,9.000000476837158
316,8.833333253860474
317,9.006666946411134
318,9.138888994852701
319,9.106666755676269
320,9.22499942779541
321,8.908333778381348
322,9.308332920074463
323,9.346666526794433
324,8.94444465637207
325,8.958333492279053
326,8.666666348775228
327,9.991666555404663
328,8.991666793823242
329,8.891667127609253
330,8.858333349227905
331,8.866666793823242
332,8.674999713897705
333,8.877778053283691
334,9.058333396911621
335,9.875000238418579
336,8.766666412353516
337,9.733333349227905
338,8.791666984558105
339,9.700000127156576
340,8.822221755981445
341,7.066666603088379
342,9.208333253860474
343,8.666666603088379
344,9.66111135482788
345,8.883333444595337
346,6.5333333015441895
347,8.883333444595337
348,8.924999952316284
349,8.739999961853027
350,8.97499966621399
351,9.083333492279053
352,6.9666666984558105
353,9.300000190734863
354,8.619999885559082
355,9.183333396911621
356,9.180000114440919
357,9.450000047683716
358,9.183333396911621
359,8
360,9.108333349227905
361,6.908333420753479
362,8.013333320617676
363,7.974999904632568
364,7.974999904632568
365,7.958333373069763
366,9.11333351135254
367,8.883333206176758
368,9.225000143051147
369,9.17222229639689
370,8.400000095367432
371,7.816666841506958
372,9.041666746139526
373,7.891666769981384
374,8.241666555404663
375,9.193333435058594
376,8.816666841506958
377,9.449999809265137
378,9.000000238418579
379,9.15000033378601
380,8.791666984558105
381,8.906666946411132
382,8.138889074325562
383,8.84166693687439
384,6.308333516120911
385,8.250000238418579
386,8.7866668701171875
387,8.900000190734863
388,7.233333587646484
389,8.860000038146973
390,7.125
391,7.144444545110066
392,8.888889153798422
393,8.926666831970214
394,7
395,9.083333492279053
396,9.125
397,6.933333317438762
398,6.816666841506958
399,9.158333539962769
400,8.53333330154419
401,9.153333473205567
402,9.175000190734863
403,9.074999809265137
404,6.024999976158142
405,6.8466668128967285
406,9.11333351135254
407,9.219999885559082
408,8.950000286102295
409,9.133333444595337
410,6.066666603088379
411,9.366666475931803
412,8.00000011920929
413,9.316666603088379
414,8.140000152587891
415,9.274999856948853
416,8.425000190734863
417,9.124999761581421
418,9.199999809265137
419,8.133333444595337
420,8.6916663646698
421,7.116666555404663
422,5.944444497426351
423,6.926666641235352
424,8.979999923706055
425,8.950000047683716
426,8.816666603088379
427,8.8166663646698
428,7.0333333015441895
429,8.88666648864746
430,7.026666736602783
431,6.886666774749756
432,7.2166668176651
433,6.69333324432373
434,8.325000047683716
435,6.8083332777023315
436,8.558333396911621
437,7.3416668176651
438,9
439,7.1916667222976685
440,8.46666693687439
441,8.533333539962769
442,7.286666774749756
443,7.891666889190674
444,6.8416668176651
445,9.191666603088379
446,7.108333230018616
447,7.475000023841858
448,8.458333492279053
449,7.291666746139526
450,6.483333349227905
451,7.139999961853027
452,5.900000095367432
453,7.3166667222976685
454,7.391666769981384
455,6.960000038146973
456,8.958333492279053
457,8.950000047683716
458,8.566666603088379
459,8.808333158493042
460,8.583333253860474
461,6.866666793823242
462,8.788888772328695
463,8.816666603088379
464,5.258333444595337
465,7.275000214576721
466,7.2833335399627686
467,7.266666889190674
