object_id,mean_ozone,matched_fips,dist_to_tract_m
569,59.9575,06077004502,712
570,59.9575,06077004502,68
571,68.095,06077004104,729
572,67.955,06077004204,719
573,68.242,06077004502,415
574,68.242,06077004502,301
575,50.446,06041102202,1021
576,53.295,06095251702,390
577,53.428,06095250105,740
578,50.446,06041102202,1359
579,50.471,06041102202,0
580,59.937,06077004403,603
581,68.733,06077004308,685
582,49.581,06041103100,1975
583,50.446,06041102202,667
584,51.443,06041102203,434
585,68.618,06077004305,198
586,50.446,06041102202,1614
587,65.054,06013301000,8875
588,50.301,06041103200,554
589,53.3625,06095250200,454
590,53.3625,06095250200,125
591,59.711999999999996,06077004308,532
592,50.633,06041103200,849
593,53.371,06095250900,1184
594,53.092,06095250502,1087
595,50.464,06041104102,232
596,53.315,06095250701,393
597,53.315,06095250701,670
598,52.944500000000005,06095250601,804
599,52.816,06095250605,192
600,50.918,06041104200,228
601,61.6655,06109003102,342
602,50.072500000000005,06041105001,132
603,53.739,06095252108,1931
604,68.847,06077003208,332
605,61.1905,06077004704,7834
606,50.072500000000005,06041105001,470
607,68.973,06077003404,921
608,59.745999999999995,06077003503,988
609,51.7315,06013392300,575
610,61.175,06013314200,1843
611,69.019,06077003311,589
612,56.030499999999996,06013314102,670
613,59.778,06077003405,327
614,71.391,06077004800,5626
615,49.6275,06041108100,596
616,55.152499999999996,06013314105,1419
617,68.993,06077003310,327
618,62.989,06013314104,357
619,68.955,06077003306,481
620,52.788,06013317000,249
621,56.504999999999995,06013313206,389
622,64.739,06013312000,590
623,64.739,06013312000,137
624,51.967,06041106002,1216
625,51.674,06013359105,36
626,58.1635,06013306003,803
627,68.944,06077003203,306
628,68.992,06077003410,295
629,65.268,06109002200,410
630,51.674,06013359105,285
631,64.943,06013313206,476
632,49.3215,06041108202,985
633,56.504999999999995,06013313206,531
634,57.08,06013313105,223
635,57.08,06013313105,452
636,57.271499999999996,06013313102,416
637,58.1635,06013306003,240
638,51.967,06041106002,1032
639,53.6125,06013329000,1139
640,57.586,06013307202,394
641,57.665,06013307102,435
642,49.401,06041115000,1131
643,50.4185,06013392202,124
644,53.6125,06013329000,865
645,56.745000000000005,06013313104,841
646,56.745000000000005,06013313104,315
647,57.337999999999994,06013307201,0
648,69.079,06077003305,268
649,70.084,06077003602,2907
650,51.402,06013359102,228
651,53.4005,06013327002,249
652,51.315,06013359103,903
653,53.6125,06013329000,156
