object_id,npl_prox
1,0.018138628335345547
2,0.08258555494917365
3,0.01274020975589724
4,0.01268633416967201
5,0.013267708128149813
6,0.030786451698857697
7,0.04294651833802014
8,0.015889907204524437
9,0.01355117901045819
10,0.08965921440492962
11,0.02721513985507937
12,0.08161627628419417
13,0.025951552669561413
14,0.0307719847308012
15,0.025279940592553354
16,0.024682724062522195
17,0.026199127625485184
18,0.02497730963974355
19,0.024101684130547422
20,0.019339439878145754
21,0.019830390201656937
22,0.019401075291495904
23,0.02652259468994821
24,0.019417849755401815
25,0.019210524602407172
26,0.01926418599210836
27,0.021178925482312694
28,0.05374524159086594
29,0.06295077422403256
30,0.12560080046293734
31,0.14405467841585554
32,0.069273372696238
33,0.06196090728731171
34,0.014955466613520138
35,0.013630798775807673
36,0.24323637679482493
37,0.014961081559352532
38,0.3919046261687525
39,0.06195281496027224
40,0.13487190799978438
41,0.1006864904330345
42,0.09348182507212309
43,0.014585247749941316
44,0.19925308607626455
45,0.15840720687660503
46,0.12099465586050971
47,0.11067588956540478
48,0.05699248620453992
49,0.05046081592732587
50,0.05812148759391014
51,0.008045005442464694
52,0.04081854675647921
53,0.03957074257161671
54,0.03143633228201937
55,0.03470660406176266
56,0.0116323285180377
57,0.007815696492000718
58,0.011660084193991973
59,0.011643590795471049
60,0.009777584180176413
61,0.02585582502490868
62,0.02047270872273716
63,0.013627984217826223
64,0.013675256449958447
65,0.01373997568288424
66,0.020634070475645215
67,0.023887658377586576
68,0.024022883730987387
69,0.012896273207857837
70,0.028841316300372018
71,0.02378896955125795
72,0.016010381344594034
73,0.02968644914476721
74,0.023634102390895317
75,0.025390555668881737
76,0.023938388051476703
77,0.030479505323085365
78,0.025987722727369073
79,0.031008950109249693
80,0.024320129915272295
81,0.026523427532952334
82,0.024508294369902973
83,0.027747357310371992
84,0.020397227608716508
85,0.02803835368934519
86,0.01656464844259311
87,0.026976675077333666
88,0.017727418196118477
89,0.040873448011036644
90,0.018252610583576894
91,0.16743638324272905
92,0.17126186610154642
93,0.20593682285985404
94,0.22922810732674537
95,0.23037861138849075
96,0.2312602491360839
97,0.4383445117670809
98,0.015800191310444984
99,0.01594895058385361
100,0.028701072993300835
101,0.028034132424234238
102,0.02943021131689895
103,0.044990918937903177
104,0.03783271325838196
105,0.06570172049488149
106,0.023247850201017176
107,0.060213011952797456
108,0.05883577053030123
109,0.034784031206124444
110,0.021717837200466827
111,0.04189929297499176
112,0.08883590558458064
113,0.04722318922607137
114,0.05640460237727948
115,0.15560782391438027
116,0.14993289632589465
117,0.03345715528901828
118,0.07182027453427224
119,0.16868312965565802
120,0.04909627555959326
121,0.1281436124541102
122,0.0979199358798024
123,0.26606723452126446
124,0.1385642358223409
125,0.026244778602493166
126,0.16277375916763556
127,0.029396211377640938
128,0.18123665460542115
129,0.09228481507035938
130,0.09059114232309153
131,0.38207111589814097
132,0.42328717240021935
133,0.026549309790463355
134,0.02675388026868213
135,0.026218277193226187
136,0.026319323431049996
137,0.7458486199362249
138,0.07084305151456605
139,0.025681816034005624
140,0.025313988006824224
141,0.024450024232092388
142,0.02530176697835742
143,0.07978477142907826
144,0.06421484832191562
145,0.0694197817650429
146,0.06850552283036239
147,0.023890299588284227
148,0.02380921902771457
149,0.024231503954610926
