object_id,flood_risk_area_m2,flood_risk_percent
84,57723.99692557302,1.8394025886739995
85,0,0
86,1345927.579609831,42.91724107495732
87,1648721.9086057232,52.47840491230519
88,NA,NA
89,441588.5416329631,14.072247655779474
90,0,0
91,905846.3917783818,28.921564412749323
92,172270.8811560331,5.497564208176273
93,390464.83198043914,12.438846767109277
94,337563.3559325098,10.74954747067467
95,NA,NA
96,527335.0439164202,16.80441621961149
97,527335.0439164202,16.80441621961149
98,86.90206216581763,0.002771037736704357
99,NA,NA
100,172582.81397578525,5.503281136369185
101,NA,NA
102,NA,NA
103,NA,NA
104,2976496.348396166,94.60987514069895
105,NA,NA
106,628968.2863248357,20.080829389604048
107,368732.22247684933,11.756809516257372
108,0,0
110,NA,NA
111,138880.79328473288,4.415417767745197
112,13486.772394978074,0.4300621408437406
113,42565.50354691523,1.3580507937492556
114,NA,NA
115,375422.53565408546,11.955690210945743
116,0,0
117,478141.4255030817,15.261672326432924
118,NA,NA
119,98755.1374317709,3.1470222902817575
120,704970.5168689109,22.42699278660415
121,NA,NA
122,NA,NA
123,0,0
124,0,0
125,115831.60385037608,3.690906954882341
126,199237.79690589863,6.340331369840448
127,1001157.1908325412,31.940072360312772
128,NA,NA
129,NA,NA
130,324387.757076864,10.321732768513995
131,0,0
132,NA,NA
133,0,0
134,810980.7289724441,25.776037884580106
135,0,0
136,160101.36665613038,5.1054141918228275
137,118893.99837993122,3.7814853814795977
138,927401.7855864617,29.49314580976659
139,104537.7598102658,3.325830995814362
140,NA,NA
141,NA,NA
142,NA,NA
143,0,0
144,NA,NA
145,392248.6012970021,12.470785689794852
146,34559.10192292045,1.1020362062303501
147,732308.8584016473,23.33700398587542
148,1480851.3894377998,47.15939067026479
149,315076.82139805425,10.038114210746315
150,NA,NA
151,1783472.9989558773,56.72182038725529
152,0,0
153,73304.89082252614,2.3382628044436644
154,NA,NA
155,1117673.9901220682,35.678525603309915
156,296530.8424601008,9.439225789268578
157,NA,NA
158,148224.04464764456,4.729183447031086
159,1300604.69366108,41.480566820754774
160,1347828.7633564302,42.997311010755745
161,629596.4440642063,20.028550514493183
162,170882.43145576445,5.448770684669397
163,929808.5316784278,29.65140341071691
164,0,0
165,0,0
166,NA,NA
167,0,0
168,428187.2252228577,13.632858827725617
169,0,0
170,NA,NA
171,NA,NA
172,163571.45572465681,5.215905037725494
173,1358490.352241077,43.30685789045047
174,509726.32670509623,16.27723693316508
175,NA,NA
176,NA,NA
177,1254.4274747114741,0.03998286899670096
178,28489.89497458413,0.9079016007956772
179,0,0
180,NA,NA
181,983061.2483573197,31.34947516958233
182,NA,NA
183,0,0
184,85936.18523114553,2.7374623637838846
185,NA,NA
186,NA,NA
187,162198.98990203705,5.171310998234709
188,513963.39098858746,16.36008787347166
189,0,0
190,73182.5397809638,2.32827871601592
191,1023537.565389372,32.54473180743333
192,NA,NA
193,NA,NA
194,683899.1085790978,21.745388423516676
195,0,0
196,0,0
197,980505.5112222165,31.267106832722657
198,25418.943691808963,0.8089713075818883
199,40678.77275164403,1.2956787015485212
200,635620.1183305508,20.255689980682966
201,846467.9784970137,26.939491575297442
202,476198.35507421766,15.13982861498537
203,NA,NA
204,105920.48684016176,3.374582232946477
205,302936.9361654193,9.6513910305459
206,0,0
207,NA,NA
209,645314.8015191283,20.589658493003537
210,330321.00759282673,10.536303718662202
211,37745.595462485355,1.2043292398988314
212,1074674.442330994,34.20467572809704
213,1254638.6444964511,39.97670992158471
214,34923.25582768239,1.1131833380392482
215,423957.33118063415,13.518518572368086
216,2574360.356929245,82.08236321464267
217,665030.5723295546,21.199521758477093
219,0,0
220,NA,NA
221,NA,NA
222,NA,NA
223,0,0
224,1103233.8497748217,35.110118130465075
225,NA,NA
226,0,0
227,NA,NA
228,NA,NA
229,NA,NA
230,NA,NA
231,38416.802725841415,1.2211797208994744
232,271628.1410545646,8.660641549232036
233,NA,NA
234,0,0
235,NA,NA
236,0,0
237,86160.5347013383,2.7430432533107147
238,386123.9919588857,12.301818058892245
239,359205.2056315034,11.446124908708603
240,76012.72822377337,2.4198140055867645
241,18601.82666262457,0.5930062049771124
242,NA,NA
243,0,0
244,171206.1994850713,5.44947314550323
245,3146226.9167805044,99.9999999999989
246,NA,NA
247,84859.29936137098,2.6998200629870936
248,178626.16431169762,5.683032337841839
249,50043.29270568579,1.5921383219236855
250,70239.8917634254,2.2391626985929003
251,637460.4050033608,20.339028503568862
252,0,0
253,NA,NA
254,23401.14902264249,0.7452130660155187
255,0,0
256,0,0
257,635822.7858964587,20.249674669964907
258,263846.4159193828,8.42683396733788
259,NA,NA
260,0,0
