object_id,rmp_prox,npl_prox,haz_prox,rmp_prox_pcntl,npl_prox_pcntl,haz_prox_pcntl,effects_score
1,2.666544538852147,NA,1.3788856751044056,90.58823529411765,NA,75.68627450980392,82.80269345757604
2,0.1239919154918018,NA,0.075911947403093,24.705882352941178,NA,23.92156862745098,24.31056272914332
3,0.5907116508409542,NA,0.2450425140177779,58.82352941176471,NA,42.35294117647059,49.913419848462176
4,2.286832255060337,NA,3.7536563615409193,87.05882352941177,NA,88.62745098039215,87.83963578455662
5,8.267492699372797,NA,7.186300396474755,99.6078431372549,NA,94.11764705882352,96.82383913418639
7,0.7705991079595662,NA,0.28506552026479437,64.31372549019608,NA,45.09803921568628,53.855574588558106
8,0.6623396177684635,NA,1.0249381693627304,61.568627450980394,NA,67.45098039215686,64.4427209463419
9,0.6530834657837365,NA,0.17649818981342458,60.78431372549019,NA,37.64705882352941,47.83670802188833
10,0.14301825348569838,NA,1.8025788882516103,27.84313725490196,NA,78.82352941176471,46.84756502026083
11,0.06723694779634513,NA,0.19404013300836803,15.294117647058824,NA,39.21568627450981,24.490188229013327
12,0.04884647607535418,NA,0.03437713924634881,9.411764705882353,NA,9.411764705882353,9.411764705882353
13,0.10997869255492342,NA,0.041090926232722855,22.35294117647059,NA,12.941176470588237,17.008037993883487
14,0.9731912303351923,NA,1.1209382873614437,67.84313725490196,NA,70.19607843137254,69.00958037675252
15,0.5426699714826416,NA,0.7773820827969462,56.470588235294116,NA,63.13725490196078,59.71095313152713
16,0.5902146085566213,NA,2.001719549224849,58.43137254901961,NA,81.17647058823529,68.87127554471245
17,0.10169146091636073,NA,0.518555744584825,20.392156862745097,NA,52.54901960784314,32.73511647797523
18,0.10326614164788898,NA,0.5668519582165642,20.784313725490197,NA,56.07843137254902,34.14017737037157
19,0.15015654958438002,NA,0.06043752352092944,28.235294117647058,NA,20,23.763541031440177
20,0.8772989064910938,NA,0.19905376914204165,66.66666666666666,NA,39.6078431372549,51.3860182911363
21,1.3798362719242891,NA,1.4191425524845895,75.29411764705883,NA,76.47058823529412,75.8800729251628
22,0.11604745327931806,NA,0.0994974245951719,22.745098039215687,NA,28.235294117647058,25.34195203357413
23,0.05986987983348444,NA,0.08491055420985574,11.76470588235294,NA,25.882352941176475,17.449878793166267
24,0.06780179007257892,NA,0.4504388825342323,15.686274509803921,NA,51.37254901960784,28.387389915064873
25,0.09617925094439415,NA,0.02028487165579323,19.607843137254903,NA,1.9607843137254901,6.200544431702705
26,1.9391146038991145,NA,3.888553714534689,80.3921568627451,NA,89.41176470588236,84.7821007855441
27,0.1948167816056445,NA,0.10983204528845379,34.11764705882353,NA,29.80392156862745,31.887923686676267
28,0.42361686670755444,NA,1.104279728775512,50.19607843137255,NA,69.80392156862744,59.19360710310027
29,0.2568936225371841,NA,0.05990096273940675,39.21568627450981,NA,19.607843137254903,27.72967769359011
30,0.12341974830053772,NA,0.033777773434280636,23.92156862745098,NA,8.627450980392156,14.366007124717022
31,0.6447858457148751,NA,0.027229823549537128,60.3921568627451,NA,5.88235294117647,18.84802327952615
32,0.3412878496353343,NA,0.07475416324717077,47.84313725490196,NA,23.137254901960784,33.27099129836927
33,0.49629450638017597,NA,0.2801129091881679,54.509803921568626,NA,44.70588235294118,49.365057289539735
34,0.1941673605169708,NA,0.8129785432576377,33.72549019607843,NA,63.921568627450974,46.43044514177151
35,0.4913223898244432,NA,0.41057593800878844,53.333333333333336,NA,49.411764705882355,51.335115833579835
36,0.10509437311050093,NA,0.3003318803737003,21.568627450980394,NA,45.88235294117647,31.458216369696327
37,0.5766344888526627,NA,0.13474665220545676,58.03921568627452,NA,34.11764705882353,44.499005341189914
38,3.388370982705405,NA,0.7860746135731929,94.50980392156862,NA,63.52941176470588,77.4864649415299
39,1.1993572476312246,NA,0.16675309594616963,70.19607843137254,NA,36.07843137254902,50.32459039384566
40,0.033623886030247054,NA,0.08096390588112799,2.3529411764705883,NA,25.49019607843137,7.744477512992744
41,1.6130498544605323,NA,0.5483472664874665,78.43137254901961,NA,54.509803921568626,65.38561568836496
42,1.3516116889344016,NA,0.2723225523447207,73.72549019607844,NA,43.92156862745098,56.90464987362211
43,1.26745457752555,NA,2.5312749437236155,72.15686274509804,NA,85.49019607843137,78.54109971526303
44,6.298621963055493,NA,2.6653762273320702,98.4313725490196,NA,85.88235294117646,91.94301429548261
45,5.139425860402005,NA,5.861105363218917,97.25490196078431,NA,92.94117647058823,95.07357680116503
46,0.5143143788460642,NA,1.3031020199548946,55.294117647058826,NA,74.11764705882354,64.0177311078249
47,0.4866646043025784,NA,0.4393430926123702,52.94117647058824,NA,50.98039215686274,51.951534507810855
48,0.26490374861038896,NA,0.6907004374297785,40.3921568627451,NA,60,49.22935518331217
49,1.3393641061639774,NA,12.160392897697818,72.94117647058823,NA,97.25490196078431,84.22521574060428
50,0.21345563856330088,NA,0.7131144985617208,36.470588235294116,NA,60.78431372549019,47.083326953894094
51,0.18141101834528583,NA,6.125294600584725,31.76470588235294,NA,93.33333333333333,54.449112778381824
52,0.1979508927707846,NA,5.7263613704257645,34.90196078431372,NA,92.54901960784314,56.83434043762293
53,0.31264216553690594,NA,1.0678605130417418,45.490196078431374,NA,69.01960784313725,56.033164233699644
54,0.09112942766449748,NA,0.026390349643514697,18.823529411764707,NA,5.098039215686274,9.79607529160533
55,0.12870319392685697,NA,10.917582965423096,25.882352941176475,NA,95.68627450980392,49.76530848381274
56,0.5056734199547617,NA,0.1335281383488271,54.90196078431373,NA,33.72549019607843,43.03017011559281
57,0.9198598965681555,NA,3.184729764043129,67.05882352941175,NA,87.45098039215686,76.57910851917576
58,0.12388674534907362,NA,1.9035566653438658,24.313725490196077,NA,80,44.10326562983387
59,0.039384882935807455,NA,0.04022148573448284,6.666666666666667,NA,12.156862745098039,9.002541398626663
