object_id,rmp_prox,npl_prox,haz_prox,rmp_prox_pcntl,npl_prox_pcntl,haz_prox_pcntl,effects_score
1,2.666544538852147,2.2834327197110635,1.3788856751044056,90.58823529411765,98.82352941176471,75.68627450980392,87.83139140334217
2,0.1239919154918018,0.03158519478190997,0.075911947403093,24.705882352941178,49.80392156862745,23.92156862745098,30.875774093995403
3,0.5907116508409542,0.01540278715207154,0.2450425140177779,58.82352941176471,26.27450980392157,42.35294117647059,40.3016745836489
4,2.286832255060337,0.00445633292419861,3.7536563615409193,87.05882352941177,1.9607843137254901,88.62745098039215,24.732629527920217
5,8.267492699372797,6.309733085974944,7.186300396474755,99.6078431372549,99.6078431372549,94.11764705882352,97.74308551616512
7,0.7705991079595662,0.01390036747168487,0.28506552026479437,64.31372549019608,20,45.09803921568628,38.71064798026953
8,0.6623396177684635,0.05978041090780527,1.0249381693627304,61.568627450980394,67.05882352941175,67.45098039215686,65.30321397762417
9,0.6530834657837365,0.017612189251050632,0.17649818981342458,60.78431372549019,30.19607843137255,37.64705882352941,41.03530871409665
10,0.14301825348569838,0.03806621573073917,1.8025788882516103,27.84313725490196,54.90196078431373,78.82352941176471,49.391699152915265
11,0.06723694779634513,0.03445209450869766,0.19404013300836803,15.294117647058824,53.333333333333336,39.21568627450981,31.743951823600465
12,0.04884647607535418,0.029496579937339604,0.03437713924634881,9.411764705882353,48.23529411764706,9.411764705882353,16.226904660624612
13,0.10997869255492342,0.057272668372249404,0.041090926232722855,22.35294117647059,65.09803921568627,12.941176470588237,26.604725402357722
14,0.9731912303351923,4.528585914802274,1.1209382873614437,67.84313725490196,99.2156862745098,70.19607843137254,77.88725018777244
15,0.5426699714826416,0.012926855323056678,0.7773820827969462,56.470588235294116,18.03921568627451,63.13725490196078,40.06592922294159
16,0.5902146085566213,0.05771848724710104,2.001719549224849,58.43137254901961,65.88235294117646,81.17647058823529,67.8601973153347
17,0.10169146091636073,0.012278692204077816,0.518555744584825,20.392156862745097,15.686274509803921,52.54901960784314,25.616268340722197
18,0.10326614164788898,0.012257513399404788,0.5668519582165642,20.784313725490197,15.294117647058824,56.07843137254902,26.122735771013748
19,0.15015654958438002,0.02342136677046655,0.06043752352092944,28.235294117647058,41.96078431372549,20,28.722482244283857
20,0.8772989064910938,0.036760955610268674,0.19905376914204165,66.66666666666666,54.11764705882353,39.6078431372549,52.28088694242276
21,1.3798362719242891,0.05728224494833595,1.4191425524845895,75.29411764705883,65.49019607843137,76.47058823529412,72.24546487785545
22,0.11604745327931806,0.049806875268206444,0.0994974245951719,22.745098039215687,61.96078431372549,28.235294117647058,34.14016993773027
23,0.05986987983348444,0.052161794296631,0.08491055420985574,11.76470588235294,62.35294117647059,25.882352941176475,26.677630790072897
24,0.06780179007257892,0.00602249736577584,0.4504388825342323,15.686274509803921,5.88235294117647,51.37254901960784,16.7983774317605
25,0.09617925094439415,0.0060165176268935205,0.02028487165579323,19.607843137254903,5.490196078431373,1.9607843137254901,5.954096023285613
26,1.9391146038991145,0.018863589899698725,3.888553714534689,80.3921568627451,34.509803921568626,89.41176470588236,62.83239482816845
27,0.1948167816056445,0.06843116477166926,0.10983204528845379,34.11764705882353,68.62745098039215,29.80392156862745,41.17024493489151
28,0.42361686670755444,0.4937810676368384,1.104279728775512,50.19607843137255,94.50980392156862,69.80392156862744,69.18450283439381
29,0.2568936225371841,0.005141911392721874,0.05990096273940675,39.21568627450981,3.5294117647058822,19.607843137254903,13.948601194078675
30,0.12341974830053772,0.01524457177636164,0.033777773434280636,23.92156862745098,25.098039215686274,8.627450980392156,17.302305775790483
31,0.6447858457148751,0.014321238204783978,0.027229823549537128,60.3921568627451,21.176470588235293,5.88235294117647,19.594238929397953
32,0.3412878496353343,0.20847404959059884,0.07475416324717077,47.84313725490196,88.23529411764706,23.137254901960784,46.05300141006413
33,0.49629450638017597,0.029034677828091004,0.2801129091881679,54.509803921568626,47.45098039215686,44.70588235294118,48.718603045581325
34,0.1941673605169708,0.04550312172937231,0.8129785432576377,33.72549019607843,61.1764705882353,63.921568627450974,50.90143635259425
35,0.4913223898244432,0.05409528629711519,0.41057593800878844,53.333333333333336,63.13725490196078,49.411764705882355,55.00112796006503
36,0.10509437311050093,0.009712032806119332,0.3003318803737003,21.568627450980394,9.411764705882353,45.88235294117647,21.04003302762653
37,0.5766344888526627,0.012520881807847932,0.13474665220545676,58.03921568627452,16.862745098039216,34.11764705882353,32.20151421860076
38,3.388370982705405,0.012661414890268528,0.7860746135731929,94.50980392156862,17.254901960784313,63.52941176470588,46.96648560144676
39,1.1993572476312246,0.020046177383415,0.16675309594616963,70.19607843137254,37.254901960784316,36.07843137254902,45.52479240857226
40,0.033623886030247054,0.01890281409344289,0.08096390588112799,2.3529411764705883,35.294117647058826,25.49019607843137,12.839916271307128
41,1.6130498544605323,0.01628694817116663,0.5483472664874665,78.43137254901961,27.058823529411764,54.509803921568626,48.7256657599519
42,1.3516116889344016,0.27557695261253573,0.2723225523447207,73.72549019607844,91.37254901960785,43.92156862745098,66.63520690387683
43,1.26745457752555,0.06245286842920339,2.5312749437236155,72.15686274509804,67.45098039215686,85.49019607843137,74.6553164573588
44,6.298621963055493,0.1095734453543159,2.6653762273320702,98.4313725490196,76.47058823529412,85.88235294117646,86.46572131327336
45,5.139425860402005,0.16832803072781582,5.861105363218917,97.25490196078431,84.31372549019608,92.94117647058823,91.3424483907426
46,0.5143143788460642,0.16633781537064823,1.3031020199548946,55.294117647058826,83.52941176470588,74.11764705882354,69.95412461380224
47,0.4866646043025784,0.010114476993110627,0.4393430926123702,52.94117647058824,11.372549019607844,50.98039215686274,31.310129157716602
48,0.26490374861038896,0.01537809614230831,0.6907004374297785,40.3921568627451,25.49019607843137,60,39.53124482036589
