object_id,rmp_prox
1,2.666544538852147
2,0.1239919154918018
3,0.5907116508409542
4,2.286832255060337
5,8.267492699372797
7,0.7705991079595662
8,0.6623396177684635
9,0.6530834657837365
10,0.14301825348569838
11,0.06723694779634513
12,0.04884647607535418
13,0.10997869255492342
14,0.9731912303351923
15,0.5426699714826416
16,0.5902146085566213
17,0.10169146091636073
18,0.10326614164788898
19,0.15015654958438002
20,0.8772989064910938
21,1.3798362719242891
22,0.11604745327931806
23,0.05986987983348444
24,0.06780179007257892
25,0.09617925094439415
26,1.9391146038991145
27,0.1948167816056445
28,0.42361686670755444
29,0.2568936225371841
30,0.12341974830053772
31,0.6447858457148751
32,0.3412878496353343
33,0.49629450638017597
34,0.1941673605169708
35,0.4913223898244432
36,0.10509437311050093
37,0.5766344888526627
38,3.388370982705405
39,1.1993572476312246
40,0.033623886030247054
41,1.6130498544605323
42,1.3516116889344016
43,1.26745457752555
44,6.298621963055493
45,5.139425860402005
46,0.5143143788460642
47,0.4866646043025784
48,0.26490374861038896
49,1.3393641061639774
50,0.21345563856330088
51,0.18141101834528583
52,0.1979508927707846
53,0.31264216553690594
54,0.09112942766449748
55,0.12870319392685697
56,0.5056734199547617
57,0.9198598965681555
58,0.12388674534907362
59,0.039384882935807455
61,0.045588712467046294
62,0.2667313028668634
63,0.04107206757401247
64,0.6832880833405932
65,0.16368150758150898
66,0.4441965455859859
67,0.3387136910231698
68,2.9553931814361016
69,0.3127893922871556
70,0.24076897532891467
71,0.36279204820782285
72,0.36279204820782285
73,0.7297770869592892
74,1.2038056681670513
75,1.3781949680189631
76,0.15502758906935135
77,0.6594813792524381
78,0.02987272418280893
79,0.3391887037585521
80,0.2703862570697619
81,0.1430161658453301
82,1.3112238636559712
83,1.9699912822802776
84,0.06955910759520781
85,0.20712382061359044
86,0.2880765239869439
87,0.07666223917179765
88,0.28095109883606
89,0.038498040916767444
90,0.3179114745948599
91,0.4116176422131583
92,0.06034703321908743
93,2.5532219919015002
94,0.04199175773382195
95,0.799582907315086
96,3.4392017639627275
97,3.4392017639627275
98,1.9409190475045905
99,0.7883263947638199
100,0.09368798206887757
101,0.7393452826681428
102,1.534810165367393
103,0.15173509012783232
104,0.28028898250858403
105,0.5448082288261872
106,0.02921236671879057
107,1.996904338287474
108,1.8476792022610238
110,0.08007491959788364
111,1.4571575165190924
112,0.48162154139881785
113,0.38088527430189506
114,2.246059069368095
115,2.2832451438896637
116,0.25717203045594506
117,0.12683703312255792
118,0.8534184850270002
119,0.2124127654453413
120,0.18874066136634987
121,0.2037719732707392
122,0.10614088134535736
123,0.8714419675188958
124,0.16431708628239658
125,2.307422785521236
126,0.03461646922927645
127,0.0598119168797514
128,0.07349379188438243
129,0.2538436217329934
130,0.5165745557363026
131,0.49545382544908634
132,0.03552810707908847
133,7.537092174755294
134,1.1402601664964878
135,0.5441050099143514
136,0.5460583773149166
137,0.011818513320830224
138,2.6240099316317407
139,0.13961307285981955
140,0.1978218834215432
141,2.6079007533121934
142,0.05371238411769868
143,0.2919630763995209
144,1.3489031506111102
145,2.1425367876325723
146,1.645350412148223
147,0.15220574450554505
148,0.0567728101030361
149,0.6233097874349115
150,0.22635027533713858
151,0.058983579640698815
152,0.07144415951085702
153,2.2731835511248932
154,1.9548632148514726
155,2.0363836432133384
156,0.6684881036094492
157,2.416627371310198
158,2.3464798480721947
159,1.2314875865259154
160,0.4272380936607548
161,1.5555211583914106
162,0.11803141227697185
163,1.0317671289364048
164,0.2761951303240472
165,0.23474194119803082
166,1.55114667747284
167,0.016311212504873114
168,0.16491362823363592
169,1.2164587625117018
170,0.2897225199479106
171,0.03695885585251861
172,0.43094771273790333
173,0.9249960358849126
174,7.072504906992222
175,2.9325017650865837
176,0.22936365674901565
177,3.0870231147854197
178,0.07796152022545856
179,0.06344265468422414
180,0.7197690359399493
181,0.17541454865195705
182,4.300566734088841
183,0.06049360082337666
184,0.03966973160865356
185,0.21359173000753703
186,0.48026569918440415
187,1.490513518325789
188,0.047560580105596766
189,0.036468954095794294
190,0.06346896740252642
191,1.9855792670359116
192,0.6160523701695849
193,0.27798567867684904
194,4.28866633155358
195,1.9749646560580663
196,0.1557237292476086
197,2.2105398055466012
198,0.1162267763714117
199,0.05343588779425897
200,0.18247246573958867
201,0.31661739000673894
202,1.2585830400056894
203,0.10494242654277398
204,2.995542024349188
205,3.5735472549727527
206,0.30103744109610886
207,3.1296881556450815
209,5.228282850474258
210,2.5949045307770118
211,1.1190151911362236
212,2.023860578113423
213,2.990498342226373
214,0.13598169985672265
215,0.25723945985542784
216,19.12737393217205
217,2.211703451777421
219,0.13594835676048617
220,1.3525605631128415
221,0.062400580423380224
222,0.062400580423380224
223,1.0409811543811582
224,0.4828564289309866
225,0.3636808348266699
226,2.7953743701215577
227,0.1861937901583875
228,0.0435352024235183
229,1.4731780731184279
230,2.768806826334529
231,0.27518479184002304
232,1.8015620426802224
233,0.03157141399448794
234,0.12714775931220684
235,2.090228993255608
236,0.542363706532602
237,1.45223413057779
238,0.03712845250980359
239,6.071837798470597
240,1.372879323184276
241,1.010500322192119
242,2.4942481990569516
243,0.06689493379149442
244,0.06688734466276616
245,0.03364788560926307
246,0.6792491018421366
247,0.03503701118848474
248,0.0351075660828994
249,0.03479880322607323
250,0.842731809282071
251,2.1805559275654693
252,0.6134031155831922
253,0.18190247086861194
254,3.0486784508061486
255,0.0740987796991824
256,0.09854896755520487
257,1.869284865659289
258,3.492345169538688
259,0.30581277162211673
260,0.49514124004004184
