object_id,npl_prox
1,2.2834327197110635
2,0.03158519478190997
3,0.01540278715207154
4,0.00445633292419861
5,6.309733085974944
7,0.01390036747168487
8,0.05978041090780527
9,0.017612189251050632
10,0.03806621573073917
11,0.03445209450869766
12,0.029496579937339604
13,0.057272668372249404
14,4.528585914802274
15,0.012926855323056678
16,0.05771848724710104
17,0.012278692204077816
18,0.012257513399404788
19,0.02342136677046655
20,0.036760955610268674
21,0.05728224494833595
22,0.049806875268206444
23,0.052161794296631
24,0.00602249736577584
25,0.0060165176268935205
26,0.018863589899698725
27,0.06843116477166926
28,0.4937810676368384
29,0.005141911392721874
30,0.01524457177636164
31,0.014321238204783978
32,0.20847404959059884
33,0.029034677828091004
34,0.04550312172937231
35,0.05409528629711519
36,0.009712032806119332
37,0.012520881807847932
38,0.012661414890268528
39,0.020046177383415
40,0.01890281409344289
41,0.01628694817116663
42,0.27557695261253573
43,0.06245286842920339
44,0.1095734453543159
45,0.16832803072781582
46,0.16633781537064823
47,0.010114476993110627
48,0.01537809614230831
49,0.03884590324276083
50,0.05398534593404728
51,0.16331942441532535
52,0.16795305082715084
53,0.2525028201082708
54,0.00925075621852588
55,0.12340710624224838
56,0.01763384983497603
57,0.015016038113945626
58,0.08074129321683136
59,0.022278857949285802
61,0.018622671953630356
62,0.033729033189152935
63,0.03869078177906962
64,0.40708448682456827
65,0.1643917773259311
66,0.004857406848224294
67,0.0316172742405629
68,0.016818574567889304
69,0.3509594874808022
70,0.011498922137939876
71,0.12767910524272413
72,0.12767910524272413
73,0.19003430578064676
74,0.182677282006168
75,0.10857121772463463
76,0.07255498600082601
77,0.00289558608609397
78,0.08681490547560486
79,0.41377522344057255
80,0.17380581670248085
81,0.03755246575791488
82,0.03311119703342472
83,0.05843289973423681
84,0.041793192503233184
85,0.1109910872327969
86,0.07073094526081114
87,0.017869231758262875
88,0.019510445329662528
89,0.020352481631229467
90,0.1900807948826425
91,0.31881613837903555
92,0.262318491945524
93,0.014484529020154562
